smiles,origin,molecular_morgan|ref_0,molecular_morgan|ref_1,MACCSkeys|ref_0,MACCSkeys|ref_1,2D_pharmacophore|ref_0,2D_pharmacophore|ref_1,3D_pharmacophore_generated_conformers|ref_0,3D_pharmacophore_generated_conformers|ref_1,3D_shape_generated_conformers|ref_0,3D_shape_generated_conformers|ref_1,chemogenomics|ref_0,chemogenomics|ref_1
O=C1CN(c2ncc([N+](=O)[O-])cc2Br)CCN1Cc1cccc(F)c1,decoy,367.0,202.0,404.0,451.5,200.0,256.0,476.0,45.0,319.0,107.5,337.0,265.0
O=S(=O)(c1ccc(F)c(Cl)c1)N1CC(c2nc(-c3ccncc3)no2)C1,decoy,367.0,166.5,244.5,199.5,243.0,446.0,85.0,270.0,166.0,258.0,94.0,245.0
O=S(=O)(c1cnc(-c2ccccc2)nc1)N1CCN(c2ncccc2Cl)CC1,decoy,367.0,339.5,21.5,109.0,42.0,248.0,153.5,391.0,66.0,364.5,468.0,273.0
O=[N+]([O-])c1c(F)cccc1S(=O)(=O)N1CCN(CC2CC2)c2ccccc21,decoy,367.0,386.0,185.0,283.5,407.0,111.0,138.0,341.5,462.0,414.5,347.0,278.0
CS(=O)(=O)c1ccc(-n2nnnc2CN2CCC[C@@H]2c2ccc(F)c(F)c2)cc1,decoy,432.0,121.0,6.0,15.5,333.0,409.0,230.0,161.0,169.5,377.0,27.0,19.0
C[C@@H](N)C1CCC(C(=O)N=c2ccn(-c3cc(N4CCCC4)ncn3)cc2)CC1,decoy,360.0,479.0,423.0,477.0,75.0,177.0,58.0,432.0,70.0,448.0,447.0,228.0
O=C1NCCN(C(=O)c2ccc3c(c2)nc(O)n3C2CC2)[C@H]1c1ccccc1F,decoy,466.0,120.0,475.0,375.5,336.0,37.0,405.0,293.5,305.0,221.5,152.0,375.0
O=C1NC(=O)[C@@H](Cc2ccc(OC3CCN(c4cc(Cl)ncn4)CC3)cc2)S1,decoy,360.0,459.0,418.0,460.0,317.0,435.0,152.0,466.0,43.5,185.0,455.0,166.0
C[C@H]1CN(c2cccc3cnccc23)CCN1S(=O)(=O)c1ccc(C#N)c(F)c1,decoy,360.0,236.5,62.5,71.5,138.0,15.0,239.0,103.0,184.5,349.5,208.0,169.0
C[C@]1(C(N)=O)CCN(c2nnc(-c3ccccc3)n2Cc2ccc(F)c(F)c2)C1,decoy,360.0,188.5,285.0,372.5,367.0,304.0,218.5,297.0,445.5,193.0,269.0,89.0
Cc1c(F)ccc2c1N(Cc1nnnn1-c1ccc(S(C)(=O)=O)cc1)CCC2,decoy,360.0,164.0,16.5,5.0,294.0,402.0,366.0,354.5,365.0,52.0,82.0,187.0
COc1cc(OC)c2c(N3CC[C@H](S(=O)(=O)c4ccccc4)C3)ncnc2c1,decoy,360.0,459.0,176.0,155.5,8.0,77.0,331.0,71.0,309.5,70.0,256.0,26.0
CC(O)=Nc1ncc(S(=O)(=O)N2CCN(C3CC3)c3ccc(F)cc32)s1,decoy,360.0,325.0,157.0,137.0,218.0,73.0,193.0,193.0,387.5,324.5,243.0,334.0
COC(=O)C1CCN(c2cc(N3CCC[C@@H](N)c4cc(C)ccc43)ncn2)CC1,decoy,355.0,474.0,282.5,397.0,108.0,95.0,149.0,403.0,279.5,404.5,361.0,70.5
N#CCCn1ncc(C(=O)N2CCN(c3cncc(F)c3)CC2)c1-c1ccccc1,decoy,355.0,393.5,406.0,446.0,170.0,310.0,302.0,284.0,254.5,368.0,474.0,419.5
C[C@@H]1CN(c2ccc(C(=O)N=c3cc(-c4cccc(F)c4)o[nH]3)cn2)C[C@@H](C)O1,decoy,355.0,393.5,486.0,480.0,112.0,201.0,431.5,454.0,75.5,360.5,330.0,192.0
O=S(=O)(c1ccc2nsnc2c1)N1C[C@H]2C[C@@H](C1)c1cc3nccnc3cc12,decoy,459.0,119.0,323.0,205.0,423.0,336.0,493.0,68.5,300.5,54.0,36.0,85.0
CS(=O)(=O)c1ccc(N2CCC[C@@H](Nc3ccccc3)C2)c(S(C)(=O)=O)c1,decoy,351.5,303.5,18.0,111.5,234.0,92.0,393.0,61.0,294.5,177.0,154.0,96.0
N#Cc1ccnc(O[C@@H]2CCCN(S(=O)(=O)c3ccc(F)c(Cl)c3)C2)c1,decoy,367.0,115.5,255.5,320.0,348.0,207.0,110.0,272.5,403.0,309.0,133.0,220.5
O=[N+]([O-])c1cc(F)c(Cl)cc1S(=O)(=O)N1CCOC[C@H]1c1ccccc1,decoy,351.5,204.0,232.0,352.0,493.0,487.0,489.0,464.0,459.5,445.0,185.0,209.0
C[C@@H]1Cc2ccccc2N1S(=O)(=O)c1cc2nc(O)[nH]c2cc1Br,decoy,457.5,115.5,418.0,233.5,354.0,37.0,459.0,14.0,462.0,400.0,63.5,355.0
CC(=O)Nc1ccc(S(=O)(=O)N2C[C@H](C)NCc3ccccc32)cc1Cl,decoy,407.5,115.5,236.0,238.0,375.0,90.0,417.0,364.0,442.5,385.5,257.5,454.0
CN1C(=O)N(Cc2nc3ccc(Br)cc3o2)S(=O)(=O)c2ccccc21,decoy,457.5,115.5,393.0,255.0,293.0,47.0,479.5,106.5,414.5,429.5,304.0,486.0
CSc1ncc2c(n1)CN(C(=O)c1ccc(S(C)(=O)=O)cc1Cl)CC2,decoy,407.5,115.5,78.0,95.0,359.0,368.0,206.0,334.0,321.5,268.0,65.0,202.0
NC(=O)c1cc(C(=O)N2CCN(c3ccc(C(F)(F)F)cc3Cl)CC2)co1,decoy,345.0,289.5,409.0,413.0,306.0,168.0,370.0,274.5,178.0,209.0,285.0,405.0
CCc1nc2cc(S(=O)(=O)N3CCN(C(=O)c4cccc(F)c4)CC3)ccc2o1,decoy,428.5,110.0,259.0,225.5,408.0,121.0,307.0,9.0,109.5,248.0,189.0,346.0
Cc1nc(O)c(C(=O)N2C[C@@H](N)[C@H](c3cccc(F)c3)C2)cc1Br,decoy,345.0,145.5,409.0,355.5,177.0,85.0,351.0,155.0,362.0,26.5,21.0,94.0
CS(=O)(=O)c1cccc2c1CCCN2C(=O)c1cc(O)nc2cc(F)ccc12,decoy,406.0,110.0,211.0,190.5,384.0,83.0,127.0,232.0,442.5,17.5,92.5,182.0
Cc1c(F)cc(-c2nc3cc(S(N)(=O)=O)ccc3n2CC2CCOCC2)cc1F,decoy,468.5,110.0,97.5,33.0,354.0,22.0,491.0,37.0,474.0,494.0,2.0,47.0
COc1cc2cnnc(-c3cccc(S(=O)(=O)N4CCCC4)c3)c2cc1OC,decoy,345.0,471.0,327.5,259.5,470.0,289.0,67.0,260.0,468.0,414.5,314.0,153.0
CS(=O)(=O)c1ccc(N[C@H]2CC(=O)N(c3cccc(C(F)(F)F)c3)C2)nc1,decoy,345.0,192.5,86.5,12.5,88.0,104.0,431.5,31.0,9.0,6.0,33.0,76.0
CC(C)c1nc([C@@H]2COCCN2S(=O)(=O)c2ccc(C(F)(F)F)cc2F)no1,decoy,345.0,145.5,180.0,202.5,406.0,385.0,288.0,327.0,187.5,67.5,99.5,263.0
CS(=O)(=O)c1cccc(C2CCN(Cc3cnc(N)nc3C(F)(F)F)CC2)c1,decoy,345.0,192.5,2.0,24.0,165.0,86.0,20.0,48.0,184.5,273.5,43.0,14.0
N[C@H]1C[C@H]2CN(C(=O)c3sc(-c4ccccc4)nc3-c3ccccc3)CCN2C1=O,decoy,345.0,383.0,397.0,366.5,392.0,319.0,246.0,493.0,314.5,377.0,415.0,428.0
O=c1cnc2cc(S(=O)(=O)N3CCC[C@@H]3c3ccc(F)c(F)c3)ccc2[nH]1,decoy,444.0,110.0,244.5,71.5,394.0,141.0,327.0,10.0,370.5,67.5,17.5,48.0
C[C@@H]1CO[C@H](c2cccc(Cl)c2)CN1C(=O)c1ccc(S(=O)(=O)N(C)C)o1,decoy,345.0,289.5,391.0,301.5,494.0,494.0,258.0,21.0,172.5,130.0,251.0,394.0
COc1ccc(-c2ccc(C(=O)N3CCN(c4nc(N)ns4)CC3)c(F)c2)cc1,decoy,334.5,375.0,280.0,351.0,220.0,413.0,108.0,307.0,160.5,324.5,413.0,449.0
O=S(=O)(c1ccc(F)c(F)c1)N1CCC[C@H]1c1nnc(-c2ccccn2)o1,decoy,334.5,143.5,189.0,134.5,335.0,431.0,249.0,317.5,296.0,226.0,72.0,21.0
CNCc1cccc(-c2ncnc3c2ccn3S(=O)(=O)c2ccccc2)c1F,decoy,334.5,375.0,169.0,23.0,57.0,140.0,335.0,56.0,172.5,226.0,400.0,203.0
CNS(=O)(=O)c1ccc(N2CCC(c3noc4cc(F)ccc34)CC2)nc1,decoy,334.5,409.5,77.0,55.0,131.0,274.0,457.0,213.5,119.0,1.0,228.0,134.0
O=S1(=O)CCN(Cc2cccc(-c3nc(-c4ccc(Cl)o4)no3)c2)CC1,decoy,334.5,478.0,294.0,311.0,398.0,466.0,375.0,469.0,121.5,263.0,420.5,424.0
CN1C(=O)C[C@@H](C(=O)N2CCCc3c(O)ncnc32)[C@H]1c1ccc(Cl)c(Cl)c1,decoy,334.5,143.5,457.5,410.5,173.0,230.0,286.0,246.0,430.0,390.5,305.0,313.0
Cn1ncc2c(N3CCO[C@@H](c4cc(F)c(Cl)cc4Cl)C3)nc(N)nc21,decoy,334.5,184.5,297.5,313.0,154.0,98.0,195.0,60.0,365.0,104.0,85.5,197.0
C[C@H]1COCC[C@@H]1Nc1cc2c(Cl)ncnc2n1S(=O)(=O)c1ccccc1,decoy,334.5,275.5,126.5,137.0,43.0,26.0,455.0,231.0,493.0,496.0,299.5,79.0
CS(=O)(=O)c1ccc(-c2noc([C@H](c3cccc(F)c3)N3CCOCC3)n2)cc1,decoy,334.5,228.5,103.5,140.5,255.0,362.0,196.0,262.0,285.0,385.5,175.0,115.0
Cc1cc(N2CCC(NC3CCN(C(=O)c4ccc(C#N)cc4)CC3)CC2)ncn1,decoy,334.5,409.5,374.0,481.0,256.0,422.0,488.0,472.0,101.0,465.5,488.0,274.0
CS(=O)(=O)c1cccc(-c2noc([C@H]3CN(Cc4ccccc4)CCO3)n2)c1,decoy,334.5,409.5,220.0,280.5,220.0,463.0,4.0,340.0,3.0,300.0,166.0,18.0
C[C@@]1(C[C@H]2CCCN2c2nnc(-c3ccccc3Cl)s2)NC(=O)NC1=O,decoy,334.5,457.0,435.5,425.0,289.0,378.0,145.5,401.0,155.5,75.5,386.0,451.0
COC(=O)c1ccsc1N1CC[C@H](Nc2cc(-c3ccccc3)ncn2)C1=O,decoy,325.0,440.5,399.5,365.0,3.0,144.0,243.0,117.0,187.5,115.5,483.0,150.0
CCOc1ccc(N2CCN(C(=O)c3c[nH]nc3-c3cccc(Cl)c3)CC2)nn1,decoy,325.0,488.5,404.0,427.0,230.0,404.0,381.0,477.0,178.0,368.0,495.0,432.0
O=[N+]([O-])c1cc(-c2ccc(N3CCN[C@@H](Cc4ccccc4)C3)nn2)ccc1F,decoy,325.0,354.5,228.5,360.0,156.0,333.0,36.0,384.0,51.5,217.5,423.5,152.0
CN(c1ccccc1)c1cc(N2C[C@H](C#N)[C@@]3(C2)C(=O)Nc2ccccc23)ncn1,decoy,325.0,440.5,472.5,406.0,204.0,192.0,99.0,395.0,140.0,28.5,434.0,224.5
CC(=O)Nc1ccc(F)c(C(=O)N2CCN(c3ncnc4sccc34)CC2)c1,decoy,325.0,313.0,217.5,257.0,19.0,124.0,162.0,142.0,142.5,336.0,422.0,348.5
NC(=O)c1cccnc1N1CCN(Cc2coc(-c3cccc(Cl)c3)n2)CC1,decoy,325.0,440.5,323.0,379.0,2.0,88.0,119.5,195.0,101.0,177.0,472.0,343.0
OC[C@H]1CCCN1c1cc(N2CCC[C@H](c3nc4ccc(F)cc4o3)C2)ncn1,decoy,325.0,440.5,424.5,422.5,146.0,194.0,192.0,175.5,95.5,14.0,252.0,74.0
CCOc1ccnc(N2CCCN(C(=O)c3ccc(-c4cncnc4)cc3F)CC2)n1,decoy,320.0,423.5,424.5,485.5,53.0,236.0,202.0,320.5,90.5,324.5,463.0,430.0
O=C1CN(c2cccc(-c3nc(-c4cccc(F)c4C(F)(F)F)no3)n2)CCCN1,decoy,320.0,461.0,264.0,355.5,134.0,302.0,109.0,435.0,190.0,41.0,289.0,234.0
Cn1c(-c2cc(-c3ccccc3)on2)nnc1N1CCN(c2cccc(F)c2)C(=O)C1,decoy,320.0,333.0,339.5,369.0,164.0,323.0,345.0,65.0,21.5,382.5,401.0,213.0
CS(=O)(=O)c1cccc2c1CCCN2C(=O)c1nc(N2CCCC2)ncc1Cl,decoy,307.0,140.5,65.0,48.0,190.0,91.0,232.0,125.0,224.0,57.0,310.0,325.0
CNS(=O)(=O)c1ccc(-c2ncnc3ncn(Cc4ccccc4F)c23)cc1,decoy,307.0,273.0,121.5,3.0,140.0,112.0,484.0,245.0,492.0,479.0,348.5,210.5
CS(=O)(=O)c1cc([N+](=O)[O-])c(N2CCN(Cc3ccccc3Cl)CC2)s1,decoy,307.0,233.5,137.5,194.5,47.0,36.0,409.0,181.0,282.0,52.0,239.5,284.0
COC(=O)[C@@H]1c2ccccc2CCN1S(=O)(=O)c1ccc(C#N)c(Cl)c1,decoy,430.0,102.0,350.0,274.5,497.0,493.0,156.0,109.0,387.5,258.0,262.0,398.0
N=c1cc(CN)ncn1C(=O)c1cc(-c2ccc(C(F)(F)F)cc2)ccc1F,decoy,307.0,186.0,431.0,406.0,50.0,81.0,180.5,102.0,134.0,84.0,325.5,389.0
CCc1ccc(-c2nc(-c3ccncc3N3CCCC3)no2)cc1S(C)(=O)=O,decoy,307.0,369.0,117.5,162.0,108.0,284.0,73.0,219.0,206.0,434.5,249.0,309.5
Cc1noc([C@@H]2[C@@H](C)OCCN2C(=O)c2ccc3c(c2)nc(C(F)F)n3C)n1,decoy,492.0,102.0,484.0,409.0,334.0,277.0,396.0,228.0,321.5,92.0,136.0,481.0
CCOc1ccc(N2CCN(C(=O)C3CC(O)(c4cccc(Cl)c4)C3)CC2)nn1,decoy,307.0,369.0,452.0,495.0,431.0,414.0,220.0,450.0,21.5,182.5,478.5,474.5
CN1CC[C@H](c2noc(-c3cc(S(=O)(=O)N(C)C)ccc3F)n2)c2ccccc21,decoy,307.0,306.0,192.0,90.5,69.0,119.0,14.0,166.5,341.5,217.5,75.0,121.5
COC(=O)c1cnc(-c2cccc(S(=O)(=O)N3CCCC3)c2)c2ccn(C)c12,decoy,307.0,405.0,276.5,253.0,373.0,144.0,31.0,444.0,45.5,152.5,420.5,251.5
CN1C(=O)C[C@H](C(=O)N2CC[C@H](c3nc[nH]n3)C2)[C@H]1c1ccc(Cl)c(Cl)c1,decoy,441.0,102.0,399.5,430.0,450.0,468.0,313.0,137.5,317.0,258.0,317.0,412.0
CS(=O)(=O)c1ccc(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)cc1F,decoy,409.0,102.0,341.0,265.0,452.0,175.0,395.0,486.5,202.0,36.0,79.0,259.5
CCCn1c(=NS(=O)(=O)c2ccc(NC(C)=O)c(F)c2)n(CC)c2ccccc21,decoy,425.5,102.0,225.5,177.0,213.0,3.0,483.0,182.0,231.5,377.0,242.0,463.5
Cc1nsc(N2CCCN(C(=O)c3c[nH]nc3-c3ccccc3Cl)CC2)n1,decoy,307.0,472.0,367.0,400.0,178.0,386.0,135.0,315.0,349.5,290.5,443.5,497.0
CCOc1ccc(-c2cccc(S(=O)(=O)N3CCOCC3)c2)c(OCC)n1,decoy,307.0,427.5,358.0,385.0,340.0,172.0,260.0,474.0,387.5,470.0,356.0,288.5
C[C@@H]1C(=O)Nc2cccnc2N1S(=O)(=O)c1ccc(Br)c(Cl)c1,decoy,351.5,102.0,335.5,228.5,357.0,28.0,261.5,272.5,481.0,469.0,181.0,364.0
CC(C)c1nc(C2CCN([C@H]3CC(=O)N(c4ccc(F)cc4F)C3=O)CC2)no1,decoy,422.0,102.0,354.0,387.5,304.0,259.0,450.5,448.0,33.5,55.0,103.0,270.0
O=S(=O)(c1c(Cl)cccc1C(F)(F)F)N1CCc2c(O)ncnc2C1,decoy,307.0,233.5,137.5,241.0,379.0,335.0,269.0,86.0,478.0,432.5,235.5,83.5
COc1cccc2ncnc(N3CCO[C@H](c4ccc(S(C)(=O)=O)cc4)C3)c12,decoy,307.0,273.0,166.0,271.0,52.0,71.0,317.0,191.0,382.5,12.0,195.0,43.0
CCS(=O)(=O)c1cccnc1-c1ccc(S(C)(=O)=O)cc1C(F)(F)F,decoy,307.0,252.0,388.0,269.0,383.0,272.0,282.0,165.0,479.0,456.5,44.0,149.0
COc1ccc(Cl)c2c1N(S(=O)(=O)c1ccc3c(c1)nnn3C)CCC2,decoy,467.0,102.0,268.0,241.0,419.0,163.0,428.0,22.0,433.0,84.0,85.5,439.0
Nc1ccc(C2CCN(c3ncccc3S(=O)(=O)N3CCCCC3)CC2)cc1,decoy,307.0,427.5,30.5,145.5,297.0,412.0,251.5,58.0,324.0,100.0,431.0,356.0
O=S(=O)(c1ccccc1)[C@H]1CCN(c2nc(Cl)nc3[nH]cc(Cl)c23)C1,decoy,307.0,369.0,50.0,21.0,51.0,216.0,227.0,120.5,243.5,61.0,222.5,123.0
CS(=O)(=O)c1ccc(-c2nc(Cn3c(=O)sc4c(F)cccc43)co2)cc1,decoy,307.0,156.5,327.5,83.0,186.0,6.0,194.0,365.5,272.5,61.0,58.0,130.0
Nc1cc(-n2cnnc2)ccc1N1CCN(C(=O)c2ccc(Cl)c(Cl)c2)CC1,decoy,307.0,273.0,282.5,397.0,197.0,297.0,350.0,357.0,35.0,127.0,445.0,443.0
COC(=O)c1ccc2nc(N[C@@H]3CC(=O)N(Cc4ccccc4Cl)C3)ncc2c1,decoy,461.0,102.0,442.5,372.5,41.0,94.0,424.0,62.0,41.5,152.5,391.5,496.0
CC(C)Oc1ncccc1C(=O)N1CCN(S(=O)(=O)c2cccc(Cl)c2)CC1,decoy,307.0,233.5,232.0,323.0,413.0,279.0,102.0,146.5,393.0,462.0,432.0,410.0
CC[C@](C)(OC)c1noc(-c2ccc(S(=O)(=O)N(C)C)c(Br)c2)n1,decoy,307.0,162.5,477.0,340.5,437.0,480.0,391.0,344.5,246.5,45.5,322.5,491.0
C[C@@H]1c2nc(C(N)=O)cn2CCN1C(=O)c1ccc(Cl)c(Br)c1,decoy,425.5,102.0,455.0,344.5,455.0,406.0,429.0,106.5,307.0,156.0,293.0,495.0
