smiles,origin,molecular_morgan|ref_0,molecular_morgan|ref_1,MACCSkeys|ref_0,MACCSkeys|ref_1,2D_pharmacophore|ref_0,2D_pharmacophore|ref_1,3D_pharmacophore_generated_conformers|ref_0,3D_pharmacophore_generated_conformers|ref_1,3D_shape_generated_conformers|ref_0,3D_shape_generated_conformers|ref_1,chemogenomics|ref_0,chemogenomics|ref_1
CCNS(=O)(=O)[C@H]1CCN(c2nnc(-c3cc(C)nc4ccccc34)n2C[C@](C)(O)CC)C1,decoy,419.5,452.0,105.5,83.5,256.0,210.0,262.0,432.5,184.5,409.0,218.5,376.0
CCOC(=O)c1ccc(S(=O)(=O)N2CCN(C(=O)Nc3nnc(CC(C)C)s3)CC2)cc1,decoy,416.5,395.0,138.5,211.5,400.0,417.0,326.0,460.5,174.5,428.5,278.0,96.0
CCN(CC)S(=O)(=O)c1ccc(Cl)c(C(=O)Nc2cc(C)nn2[C@@H]2CCS(=O)(=O)C2)c1,decoy,416.5,202.5,120.5,51.0,275.0,298.0,413.0,387.0,168.5,54.0,161.0,299.0
Cc1cc(C(=O)N2[C@H]3CC[C@@H]2C[C@H](NC(=O)c2nc4c(Br)cc(F)cn4n2)C3)no1,decoy,492.5,148.0,372.0,343.5,220.0,340.0,464.0,421.0,139.5,8.0,461.0,492.0
COc1ccc(S(=O)(=O)C(F)(F)F)cc1NC(=O)c1nc2ncc(Br)cn2n1,decoy,416.5,160.0,256.5,3.0,144.0,68.0,131.0,474.0,125.0,264.5,8.0,72.0
COc1ccc(Br)cc1-c1nc(CN2C(=O)N[C@H](CCS(C)(=O)=O)C2=O)cs1,decoy,492.5,148.0,312.0,187.5,194.0,73.0,305.0,266.5,282.0,309.0,124.0,381.0
COC(=O)c1cc(S(=O)(=O)NC2CCN(c3ccc(C#N)cn3)CC2)ccc1Br,decoy,416.5,202.5,13.5,56.5,8.0,60.0,5.0,114.0,358.0,309.0,109.5,79.0
C=CCCc1ccc(C(=O)N2CCC(OC3CCN(C(=O)[C@@H](C)n4ccnn4)CC3)CC2)c(O)n1,decoy,410.5,196.5,415.5,474.5,443.0,448.0,221.0,39.0,455.0,388.5,466.0,447.0
C[C@]1(C(N)=O)CCN(c2nnc(C(=O)Nc3ccccn3)n2Cc2sccc2Br)C1,decoy,410.5,254.0,228.0,243.0,242.0,237.0,268.0,301.0,265.5,62.0,416.0,406.0
CCOC(=O)c1c(S(=O)(=O)N[C@@H]2CCN(c3cccc(OC(F)(F)F)c3)C2)n[nH]c1C,decoy,410.5,428.5,118.0,131.5,30.0,341.0,78.0,210.0,44.0,124.5,148.0,103.0
CS(=O)(=O)CC(=O)N1CCCC[C@H]1c1cc(NC(=O)C2CCN(c3ccccc3)CC2)n[nH]1,decoy,410.5,484.5,110.0,216.0,86.0,398.0,392.0,101.5,277.0,338.5,486.0,302.0
C[C@H]1CN(S(=O)(=O)c2ccc(NC(=O)c3cc(=NCC4CCOCC4)cc[nH]3)cc2)C[C@H](C)O1,decoy,410.5,497.5,96.5,242.0,115.0,88.0,301.0,350.0,491.5,449.5,296.0,106.0
COC(=O)[C@H]1C[C@@H](C(=O)N2CCN(c3ccc4[nH]ncc4c3)CC2)CCN1C(=O)OC(C)(C)C,decoy,410.5,497.5,334.0,437.0,237.0,443.0,497.0,499.0,103.5,107.5,428.0,270.0
COc1ccc(-c2ncccc2C(=O)N[C@@H]2[C@H]3COC[C@@H]2CN(C(=O)Cc2cc(C)on2)C3)cc1,decoy,441.0,145.0,433.5,450.5,368.0,307.0,395.0,435.5,445.0,345.5,380.5,427.0
Cc1ccc(C(=O)N2CCSCC2)cc1NC(=O)C1=NN(c2ccc(F)cc2)[C@H](C(N)=O)C1,decoy,410.5,428.5,223.0,282.0,314.0,349.0,437.0,454.0,115.0,244.5,272.0,92.0
Cc1ccc(S(=O)(=O)Nc2ncnc3c2c(I)cn3C)cc1C(=O)O,decoy,500.0,142.5,134.0,2.0,408.0,264.0,345.0,192.0,146.0,335.5,21.0,246.5
COC(=O)c1sc(Cl)cc1S(=O)(=O)N[C@H]1[C@H]2COC[C@@H]1CN(C(=O)OC(C)(C)C)C2,decoy,442.0,142.5,243.0,58.0,495.0,496.0,494.0,492.0,168.5,354.0,188.5,373.0
CCN(CC)S(=O)(=O)c1cc(NC(=O)c2ccc(S(=O)(=O)N(C)C)o2)ccc1Cl,decoy,405.5,159.0,334.0,112.5,484.0,466.0,154.0,226.0,50.5,144.0,65.0,297.0
CCOC(=O)c1ccc(S(=O)(=O)N2CC(O)([C@@H]3CCCCN3C(=O)OC(C)(C)C)C2)cc1,decoy,405.5,409.5,262.0,342.0,493.0,491.0,293.5,369.0,358.0,161.5,238.5,117.0
Cc1ccc(OCc2nnc(N3CCC[C@@H](CC(N)=O)C3)n2CCC2(O)CCOCC2)cc1C,decoy,403.5,415.5,355.0,349.5,291.0,247.0,458.0,391.0,312.5,396.5,462.5,473.5
COc1cc(Cn2c(-c3ccc[nH]3)nnc2N2CCN(C(=O)C(C)(C)C)CC2)ccc1OCCO,decoy,403.5,415.5,389.5,406.0,376.0,243.0,271.0,228.5,115.0,371.5,402.0,491.0
CS(=O)(=O)c1ccc(Cl)c(C(=O)N2CCCC[C@@H]2C2CCN(C(=O)c3nc[nH]n3)CC2)c1,decoy,401.5,262.5,34.5,28.5,452.0,451.0,160.0,96.0,146.0,200.0,152.0,204.5
COC(=O)c1ccc(C(=O)N[C@@H]2[C@H]3COC[C@@H]2CN(C(=O)c2cnc(C(C)(C)C)cn2)C3)c(C)c1,decoy,439.5,139.5,485.0,484.0,252.0,290.0,491.0,489.5,340.5,409.0,283.0,418.5
Cc1noc(N)c1C(=O)N1CCOC[C@]2(CN(C(=O)c3c(F)cc(Cl)cc3Cl)CCO2)C1,decoy,401.5,157.0,309.0,262.0,292.0,431.0,258.5,416.0,18.5,1.0,170.5,365.5
CCn1c(=O)[nH]c(=O)c2c(C(=O)N3CCN(C(=O)c4ccc(Cl)cc4)CC3)cc(C(C)C)nc21,decoy,464.0,139.5,392.0,469.5,102.0,177.0,260.0,354.5,435.0,330.0,343.5,421.0
CCOC(=O)c1ccc(C(=O)N[C@@H]2[C@H]3COC[C@@H]2CN(C(=O)[C@H](N)c2cccc(Cl)c2)C3)cc1,decoy,480.0,139.5,465.5,466.5,346.0,288.0,35.0,280.0,389.5,420.5,392.5,300.0
CNC(=O)c1cccc(CCn2c([C@H](C)NS(C)(=O)=O)nnc2N2CC[C@H](C)C(C)(C)C2)c1,decoy,399.0,461.0,73.5,189.0,322.0,368.0,68.0,441.0,125.0,425.0,475.0,406.0
Cc1oc2cc(O)ccc2c1C(=O)N1CCOC[C@@]2(CN(C(=O)c3cncc(F)c3)CCO2)C1,decoy,462.0,135.5,459.5,402.5,159.0,324.0,236.5,151.5,34.0,62.0,200.0,355.0
Cc1ccc(NC(=O)c2nnc(N3CC[C@@H](S(C)(=O)=O)C3)n2C[C@@]2(C)CCCO2)cc1C,decoy,399.0,372.5,178.0,153.5,315.0,135.0,423.0,407.0,27.0,66.0,473.5,365.5
Cc1nn(C)c(C(=O)N[C@H]2CCc3nc(NC(=O)c4ccc(CO)c(F)c4)sc3C2)c1F,decoy,499.0,135.5,379.5,254.5,161.0,39.0,157.0,392.0,249.5,274.0,332.0,499.0
Cc1cc(Cl)ncc1S(=O)(=O)N1CCc2nc(C(=O)N=c3cc[nH]cc3)sc2CC1,decoy,399.0,305.0,45.5,42.5,48.0,2.0,412.0,65.0,67.5,3.5,31.0,159.0
C[C@H](C(=O)N1CCO[C@]2(COCCN(C(=O)c3cnc4ccoc4c3)C2)C1)c1ccc(O)cc1,decoy,394.0,355.0,482.0,489.5,70.0,339.0,243.0,169.5,55.5,29.0,200.0,220.5
CNC(=O)[C@@]1(C)CCN(c2nnc(Cc3cccnc3)n2Cc2ccc(NC(=O)N(C)C)cc2)C1,decoy,394.0,355.0,287.0,395.5,143.0,138.0,166.5,44.0,393.5,264.5,456.0,418.5
O=C(O)Cc1ccc(OCc2ccccc2C(=O)N2C[C@@H]3OCCN(c4ncccn4)[C@@H]3C2)cc1,decoy,394.0,471.0,440.0,458.0,104.0,245.0,119.0,173.0,435.0,253.0,394.5,251.5
COc1ccc(Cn2cc(C(=O)N3CCC(C4CCNCC4)CC3)c(=O)c3cnc(O)nc32)cc1,decoy,394.0,289.5,409.0,444.5,128.0,14.0,162.0,26.0,415.0,335.5,317.0,384.5
COc1ccc(Cn2c([C@@H]3CCC(=O)N3)nnc2N2CCCC[C@@H](S(C)(=O)=O)C2)cc1Cl,decoy,394.0,289.5,176.0,111.0,330.0,206.0,336.0,220.0,418.5,493.0,294.5,367.5
O=C(NC1CCN(C2CCN(C(=O)c3cc(CO)on3)CC2)CC1)c1cc2cc(F)c(F)cc2[nH]1,decoy,486.0,133.0,378.0,369.5,212.0,383.0,361.0,154.0,403.0,270.0,457.0,485.0
COc1ccc(CN2C(=O)N[C@@]3(CCN(S(=O)(=O)c4cccc5cc(C)cnc45)C3)C2=O)cc1,decoy,394.0,409.5,193.5,235.0,114.0,355.0,428.0,345.0,67.5,120.0,138.0,110.0
CNc1nsnc1C(=O)N1CCCC12CN(C(=O)c1cccc(Br)c1[N+](=O)[O-])C2,decoy,478.0,130.5,252.0,302.5,195.0,379.0,371.0,485.0,358.0,188.5,467.0,415.5
CCCn1c(=O)[nH]c(=O)c2cc(C(=O)N3CCN(C(=O)c4cc(Cl)cc(Cl)c4)CC3)cnc21,decoy,437.0,130.5,382.5,463.0,60.0,208.0,208.0,346.5,430.0,222.0,298.0,415.5
CS(=O)(=O)c1ccc(Cl)c(S(=O)(=O)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)c1,decoy,389.5,313.0,60.0,78.0,459.0,465.0,168.0,28.0,206.0,102.5,38.0,32.0
CCN(CC)S(=O)(=O)c1cc(C(=O)Nc2ccc(F)c(-n3nnnc3C)c2)ccc1OC,decoy,384.5,300.0,178.0,20.0,410.0,117.0,489.0,494.0,157.5,188.5,168.0,476.5
N#Cc1ccc(C(=O)Nc2cc(S(=O)(=O)N3CCOCC3)ccc2NC[C@@H]2CCCO2)cc1,decoy,384.5,458.5,191.0,176.0,116.0,154.0,440.0,330.5,476.5,495.0,335.5,88.0
Cn1cccc1-c1nnc(N2CCC(CNS(C)(=O)=O)CC2)n1C[C@@](C)(O)C1CCCCC1,decoy,384.5,367.5,114.0,130.0,337.0,316.0,173.0,259.0,8.0,406.0,298.0,354.0
CC(C)n1nc(-c2nnc(N3CC[C@@](C)(C(N)=O)C3)n2CC(F)(F)F)c2ccccc2c1=O,decoy,384.5,367.5,260.5,349.5,388.0,171.0,439.0,295.0,99.5,99.5,129.0,230.0
C[C@H](O)C(=O)N1[C@H]2CC[C@@H]1C[C@H](NC(=O)c1cnc3c(-c4ccncc4)cnn3c1C(F)(F)F)C2,decoy,435.5,127.0,304.5,193.0,183.0,186.0,396.5,395.0,87.0,257.0,74.0,191.0
Cc1cc(C(=O)N2CC[C@]3(C2)CN(C(=O)c2ccn(C(F)F)n2)CCO3)cc(C)c1C(=O)O,decoy,384.5,367.5,364.0,365.0,461.0,454.0,384.0,174.0,206.0,41.0,319.0,296.0
COc1ccc(C(=O)N2CCOCC2)cc1NC(=O)N1CCN(c2ccc([N+](=O)[O-])cc2)CC1,decoy,384.5,496.0,395.5,477.0,27.0,157.0,488.0,464.0,433.0,250.0,454.0,188.0
CCOc1ccccc1C(=O)N1CCC[C@@H]1C(=O)Nc1cccc(S(=O)(=O)N2CCOCC2)c1,decoy,384.5,458.5,186.5,197.5,456.0,460.0,170.0,455.5,466.0,154.0,455.0,186.0
C[C@](O)(Cn1c(-c2cccnc2)nnc1N1CCC(OCC(N)=O)CC1)c1ccccc1Cl,decoy,379.0,151.5,299.5,216.0,338.0,195.0,30.0,138.0,146.0,396.5,132.0,332.0
Nc1ncc(C(=O)NC2CCN(C3CCN(C(=O)c4ccn(-c5ccccc5)n4)CC3)CC2)s1,decoy,379.0,151.5,250.0,373.0,123.0,82.0,62.0,83.0,353.0,367.0,311.0,245.0
Cc1ccc(-n2ccnn2)c(C(=O)N2C[C@@H]3COC[C@H](C2)[C@@H]3NC(=O)c2cc(C(F)(F)F)c[nH]2)c1,decoy,379.0,285.0,277.0,234.0,444.0,419.0,403.0,455.5,71.0,303.0,97.5,174.0
C[C@@H](N)c1cc(F)c(N(C(=O)[C@H]2CCC3(CN(C(=O)OC(C)(C)C)C3)O2)S(C)(=O)=O)c(F)c1,decoy,481.0,125.0,269.0,197.5,358.0,420.0,456.0,481.5,312.5,70.0,222.0,282.5
COc1ccc(Cl)c(C(=O)N2CC[C@]3(CN(C(=O)c4ccc5nc(CO)[nH]c5c4)CCO3)C2)c1,decoy,376.5,224.0,418.0,354.5,151.0,276.0,92.0,371.5,179.0,129.5,224.5,464.0
O=C(Nc1nc2c(s1)C[C@H](NC(=O)C1CCN(c3ccccc3)CC1)CC2)c1c[nH]c(=O)cn1,decoy,376.5,482.5,353.0,418.5,79.0,103.0,448.5,262.0,485.0,461.0,446.0,425.0
CC[C@@](C)(O)Cn1c([C@@H]2CCS(=O)(=O)C2)nnc1N1CCC(O)(c2ccccc2Cl)CC1,decoy,460.5,123.0,193.5,14.0,181.0,99.0,9.0,165.0,32.5,81.5,174.0,343.5
Cc1nc(-c2ncccn2)nc(O)c1CC(=O)N1CCN(C(=O)c2ccccc2C(F)(F)F)CC1,decoy,460.5,123.0,283.0,382.5,152.0,20.0,156.0,166.0,398.0,264.5,51.0,160.5
COC(=O)c1ccccc1C(=O)N1CCC(NS(=O)(=O)c2ncccc2C(F)(F)F)CC1,decoy,374.5,189.5,29.5,176.0,409.0,376.0,112.5,167.0,370.5,217.0,67.0,43.0
CS(=O)(=O)c1ccc(Cn2c([C@H]3CCCCO3)nnc2N2CCC(CCC(N)=O)CC2)cc1,decoy,370.5,480.5,94.0,51.0,347.0,254.0,80.5,200.5,412.0,488.0,306.5,156.0
CN(C)C(=O)Cn1c(COc2ccc(Cl)cc2Cl)nnc1N1CCC(CC(N)=O)CC1,decoy,370.5,422.5,339.5,311.5,297.0,197.0,33.5,23.0,32.5,322.0,360.5,450.0
CNC(=O)C1CCN(c2nnc(-c3cc(Br)c[nH]3)n2C[C@](C)(O)c2ccco2)CC1,decoy,433.0,119.0,327.0,302.5,284.0,104.0,71.0,30.0,7.0,47.5,399.5,458.5
CCc1[nH]nc(C(=O)N[C@@H]2C[C@@H]3CC[C@H](C2)N3C(=O)c2ccc3nc(Br)nn3c2)c1F,decoy,488.5,119.0,331.5,328.5,263.0,313.0,194.0,459.0,20.0,25.5,490.0,497.0
CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@@H](NC(C)=O)[C@@H](NC(=O)c2ncc(OC)cc2C)C1,decoy,370.5,422.5,500.0,500.0,248.0,314.0,369.5,438.0,491.5,496.5,407.0,490.0
Cn1ncc2c(C(=O)N[C@@H]3C[C@@H]4CC[C@H](C3)N4C(=O)c3cc(CO)on3)cc(Br)cc21,decoy,488.5,119.0,445.5,416.0,412.0,358.0,338.5,275.0,253.5,141.5,443.0,495.0
Cc1cc(C(=O)CN2CCN(c3cccc(O)c3)CC2)c(C)n1-c1ccc(S(N)(=O)=O)cc1,decoy,370.5,456.0,25.0,36.0,32.0,19.0,387.5,326.5,380.5,179.5,69.0,37.0
COc1ccc(C(=O)N2CC[C@@]3(C2)CN(C(=O)[C@@H](C)c2ccc(O)cc2)CCO3)c(O)c1OC,decoy,370.5,480.5,487.5,481.0,466.0,480.0,448.5,410.5,317.0,81.5,401.0,335.5
Cn1cc(C(=O)Nc2ccc(S(=O)(=O)N3CCC(Cc4ccccc4)CC3)cc2)c(O)nc1=O,decoy,370.5,422.5,66.0,116.0,166.0,258.0,76.0,5.0,468.0,402.0,350.0,78.0
O=C(Nc1ccn(CCc2ccncc2)n1)c1cc(S(=O)(=O)N2CCOCC2)ccc1Cl,decoy,361.0,343.0,73.5,36.0,398.0,329.0,328.0,317.0,337.5,113.5,119.0,113.0
C=C(Cl)Cn1c([C@@H]2CCS(=O)(=O)C2)nnc1N1CCC[C@@H](C(=O)Nc2ccc(C)cn2)C1,decoy,361.0,228.0,126.5,89.0,51.0,333.0,145.0,330.5,184.5,137.5,469.0,350.0
NC(=O)[C@H]1CCCN(c2nnc(Cc3ccncc3)n2Cc2ccnc(OCC(F)(F)F)c2)C1,decoy,361.0,343.0,271.0,351.5,196.0,255.0,103.0,120.0,430.0,486.0,127.0,152.0
COc1ccc2cc(O)c(C(=O)N3CCC4(CC3)CN(C(=O)c3cnccn3)CCO4)cc2c1,decoy,361.0,402.5,472.0,492.0,137.0,159.0,344.0,358.0,253.5,151.5,262.0,359.5
NC(=O)CCC1CCN(c2nnc([C@@H]3CCC(=O)N3)n2CCc2cc(C(F)(F)F)ccn2)CC1,decoy,361.0,402.5,241.5,340.5,224.0,297.0,165.0,10.0,12.0,413.5,159.0,216.0
O=C(N[C@@H]1[C@H]2COC[C@@H]1CN(C(=O)c1cc(OCc3ccccc3)ccc1O)C2)c1cnco1,decoy,361.0,278.0,498.0,454.5,422.0,428.0,117.0,379.0,206.0,146.5,428.0,440.0
CCCCc1cc(NC(=O)C2CCN(S(=O)(=O)c3ccc4c(c3)OCCCO4)CC2)n[nH]1,decoy,361.0,492.0,180.0,209.0,411.0,427.0,401.5,68.0,409.0,360.5,422.0,243.0
CCOc1cccc(C(=O)N[C@@H]2[C@H]3COC[C@@H]2CN(C(=O)c2ccc(-n4cccn4)cc2)C3)c1O,decoy,361.0,343.0,484.0,412.5,435.0,414.0,429.0,405.5,377.5,426.0,477.5,256.5
C[C@H](NS(C)(=O)=O)c1nnc(N2CCC(CCCO)CC2)n1C[C@@H]1CCOc2ccccc21,decoy,361.0,343.0,124.5,169.0,290.0,364.0,171.5,255.0,40.5,458.0,449.0,375.0
CCOC(=O)c1ccc(N2CCCN(C(=O)NC3CCN(C(=O)c4ccoc4)CC3)CC2)nc1,decoy,361.0,343.0,382.5,463.0,17.0,106.0,296.0,31.0,380.5,288.0,472.0,307.0
Cc1ocnc1C(=O)N[C@@H]1[C@H]2COC[C@@H]1CN(C(=O)c1ccc3[nH]nc(C(F)(F)F)c3c1)C2,decoy,361.0,145.0,343.5,305.5,299.0,349.0,358.5,312.5,139.5,87.0,149.5,241.0
CC(C)CN1CCN(c2nnc(-c3cccnc3)n2CCc2cccc(C(N)=O)c2)[C@@H](C)C1=O,decoy,361.0,440.0,304.5,444.5,274.0,223.0,321.0,302.0,103.5,33.0,347.0,290.0
CCOC(=O)c1ncn2cc(C(=O)N3CC4(CCCN4C(=O)c4cc(Cl)cnc4O)C3)ccc12,decoy,473.0,115.5,455.0,428.0,67.0,74.0,238.0,373.0,358.0,244.5,151.0,380.0
Nc1ccc(S(=O)(=O)N(c2ccccc2S(=O)(=O)N2CCCCC2)C2CCNCC2)cc1,decoy,354.0,322.5,17.5,102.0,271.0,271.0,29.0,223.0,442.0,476.5,162.0,18.0
C[C@@H](C(=O)N1[C@H]2CC[C@@H]1C[C@H](NC(=O)c1ccc(S(C)(=O)=O)c(F)c1)C2)n1cccc1C=O,decoy,475.0,113.0,202.5,61.0,491.0,481.0,176.0,320.0,3.0,113.5,333.5,255.0
CO[C@@H]1CN(C(=O)OC(C)(C)C)C[C@H]1NC(=O)c1ccc(S(=O)(=O)N2CCC(C)CC2)cc1,decoy,352.5,489.0,221.0,295.0,492.0,498.0,462.0,343.5,427.0,371.5,323.0,97.0
COc1ccc(C(=O)N2CCC(OC3CCN(C(=O)Cc4ccc(O)cn4)CC3)CC2)c(O)c1,decoy,350.0,231.5,462.0,491.0,405.0,418.0,438.0,149.0,493.0,382.5,290.5,286.0
CCOc1ccc(S(=O)(=O)N2CCC3(CC2)CN(c2ccccc2)C(=O)CO3)cc1C(=O)O,decoy,350.0,494.0,216.5,197.5,499.0,500.0,149.0,99.5,337.5,124.5,149.5,81.0
Cc1ccc(C(=O)N2CCN(Cc3nc(-c4cccs4)no3)CC2)cc1NS(C)(=O)=O,decoy,430.0,111.0,45.5,125.0,162.0,28.0,400.0,415.0,200.0,161.5,184.5,268.0
COC(=O)c1c(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)cn2C)sc2c1CCCCC2,decoy,345.0,470.0,166.0,211.5,478.0,475.0,353.0,285.5,18.5,32.0,399.5,275.5
CCOC(=O)c1cnn(-c2cccc(NC(=O)N3CCO[C@@H](C(=O)OC)C3)c2)c1C(F)(F)F,decoy,345.0,398.5,310.0,354.5,384.0,304.0,378.0,54.0,87.0,38.0,249.5,115.0
C[C@@H]1CCCN(S(=O)(=O)c2ccc(NC(=O)C3CCN(c4ccc5nncn5n4)CC3)cc2)C1,decoy,345.0,490.0,23.5,163.5,107.0,346.0,465.0,378.0,476.5,338.5,274.0,27.0
Cc1cc(C(=O)N2CC[C@]3(CN(C(=O)c4cnc(Cl)nc4)CCO3)C2)c2cc(O)ccc2n1,decoy,345.0,221.5,435.0,379.5,106.0,153.0,323.5,196.5,370.5,99.5,97.5,423.5
CCOCc1nnc(N2CCN(Cc3ccc(Cl)cc3)C(=O)C2)n1CC1(C(N)=O)CCCC1,decoy,345.0,336.5,289.0,269.5,93.0,272.0,205.0,43.0,16.5,188.5,330.0,384.5
O=C(c1cc(O)nc(Cl)c1)N1CCO[C@]2(COCCN(C(=O)c3cccc4cnccc34)C2)C1,decoy,345.0,274.0,482.0,479.0,317.0,213.0,140.5,93.0,146.0,161.5,244.5,432.5
CCOC(=O)c1cc(C(=O)N2CCC(OC3CCN(C(=O)c4cc(CC)[nH]n4)CC3)CC2)ccn1,decoy,337.0,350.0,426.0,497.0,446.0,411.0,469.0,404.0,498.5,428.5,491.0,471.5
CCS(=O)(=O)C1CCN(c2nnc(-c3ccccc3OC)n2CC2(C(N)=O)CCCC2)CC1,decoy,337.0,500.0,132.0,94.0,296.0,354.0,160.0,175.0,134.0,161.5,481.5,340.0
COC(=O)c1ccc(C(=O)N[C@H]2CCc3nc(NC(=O)C4(Br)CC4)sc3C2)cn1,decoy,471.5,104.0,479.5,244.0,71.0,26.0,369.5,181.0,479.0,282.0,390.0,461.5
CCOC(=O)[C@H]1CCCN(C(=O)c2cc(O)nc3ccc(S(=O)(=O)N(CC)CC)cc23)C1,decoy,337.0,412.5,224.5,319.0,186.0,343.0,305.0,453.0,423.0,420.5,348.5,305.0
CNc1ccc(C(=O)N2CCO[C@@]3(COCCN(C(=O)c4cc(-c5ccco5)no4)C3)C2)cc1,decoy,425.5,104.0,382.5,418.5,345.0,190.0,208.0,58.0,95.0,146.5,403.0,314.0
CC(C)(C)OC(=O)N1C[C@@](C)(O)C[C@H]1C(=O)N[C@@H]1CCc2nc(NC(=O)C(C)(F)F)sc2C1,decoy,484.5,104.0,443.5,319.0,252.0,321.0,386.0,225.0,129.5,377.5,186.0,390.5
Cc1ccc(NC(=O)[C@@H]2CCCN(C(=O)c3ccc4c(c3)S(=O)(=O)N(C(C)C)C4=O)C2)nc1,decoy,337.0,225.5,115.5,141.0,169.0,240.0,366.5,244.0,225.0,200.0,383.0,271.5
COc1ccc(NC(=O)[C@H]2CSCN2S(=O)(=O)c2cc3c(cc2F)NC(=O)CC3)cc1,decoy,337.0,412.5,206.0,81.5,454.0,468.0,104.0,62.5,79.0,322.0,163.5,242.0
COc1cc(CNC2CCN(S(=O)(=O)c3ccc(C)cc3)CC2)cc(Cl)c1OCC(N)=O,decoy,337.0,350.0,198.5,171.5,158.0,115.0,414.5,271.0,303.5,416.0,116.0,124.5
O=C(c1cccc(Cl)c1)N1CCCN(C(=O)c2cnc3c(c2)c(O)nc(=O)n3C2CC2)CC1,decoy,452.5,104.0,372.0,408.0,24.0,71.0,281.0,136.0,344.0,270.0,258.0,400.0
CC(=O)Nc1ccc(Cl)c(C(=O)N[C@@H]2[C@H]3COC[C@@H]2CN(C(=O)Cc2c(C)noc2C)C3)c1,decoy,452.5,104.0,401.5,315.0,434.0,450.0,477.0,468.0,383.0,207.0,436.5,488.0
CC(C)[C@](C)(O)Cn1c([C@H]2CCC(=O)N2)nnc1N1CCN(c2ccc(C#N)cc2Cl)CC1,decoy,425.5,104.0,389.5,311.5,188.0,325.0,37.0,71.0,151.5,282.0,160.0,377.5
CC(C)COc1cc(C(=O)N2CCC(OC3CCN(C(=O)c4cnc(O)[nH]4)CC3)CC2)ccn1,decoy,337.0,350.0,452.5,481.0,348.0,349.0,355.5,82.0,485.0,455.0,418.5,444.0
O=C(N[C@@H]1[C@H]2COC[C@@H]1CN(C(=O)[C@H](O)c1ccco1)C2)c1cc2c(Cl)cncc2s1,decoy,484.5,104.0,482.0,309.0,333.0,381.0,52.0,268.0,52.5,146.5,131.0,423.5
Cc1cc([C@](C)(O)Cn2c(C(=O)NC(C)C)nnc2N2CCC(O)(C(F)(F)F)CC2)c(C)o1,decoy,337.0,130.5,328.0,338.0,276.0,308.0,102.0,90.5,24.0,133.5,87.0,277.0
