smiles,origin,molecular_morgan|ref_0,molecular_morgan|ref_1,MACCSkeys|ref_0,MACCSkeys|ref_1,2D_pharmacophore|ref_0,2D_pharmacophore|ref_1,3D_pharmacophore_generated_conformers|ref_0,3D_pharmacophore_generated_conformers|ref_1,3D_shape_generated_conformers|ref_0,3D_shape_generated_conformers|ref_1,chemogenomics|ref_0,chemogenomics|ref_1
Cc1cccc2ccc(Nc3cccc(Cl)c3N)nc12,decoy,413.5,424.0,449.0,219.5,483.0,496.0,396.0,360.0,162.5,390.0,202.0,260.0
COc1nc(C(C)C)ccc1-c1cccc(CC#N)c1F,decoy,413.5,346.5,341.5,427.5,392.0,321.0,263.0,469.0,213.5,233.5,368.0,342.0
CC(C)[C@H](C#N)c1ccc(-c2ccc3cncnc3c2)cc1,decoy,413.5,244.0,466.0,188.5,346.0,282.0,437.0,246.5,443.5,440.5,391.0,366.5
Cc1c(F)ccc2nc(-c3ccc(Cl)c(C#N)c3)[nH]c12,decoy,493.0,184.5,440.5,147.5,366.0,346.0,41.0,324.0,4.0,442.5,417.0,494.0
N#Cc1cc(F)cc(F)c1Nc1cncc2ccccc12,decoy,413.5,289.0,415.5,292.5,430.0,430.0,22.0,334.5,41.0,245.0,205.0,298.0
CC(=O)c1cccc(Nc2ccc(C(C)=O)cc2Cl)c1,decoy,409.5,434.0,355.5,382.5,312.0,411.0,317.0,238.0,137.0,205.5,382.0,370.0
CC(C)(C#N)CC(=O)Oc1ccc(-c2ccccc2)cc1,decoy,409.5,301.5,63.5,354.0,193.0,165.0,363.5,153.0,392.0,461.5,179.0,77.0
O=C(O)/C=C/c1ccc(-c2ccc(Cl)cc2Cl)o1,decoy,444.0,180.0,113.0,162.5,45.0,23.0,347.0,120.0,107.5,191.5,163.0,180.0
Cc1noc2ccc(-c3ccccc3C3(N)CCC3)cc12,decoy,404.0,287.5,434.0,267.5,326.0,231.0,228.0,428.5,132.0,5.0,192.0,326.0
Cc1cc(N)ccc1Nc1cc(Cl)nc2ccccc12,decoy,404.0,342.0,425.5,230.0,472.0,482.0,103.5,143.0,207.0,175.0,238.0,303.0
Cc1nc(SCC2(C#N)CCC2)[nH]c1-c1ccccc1,decoy,479.0,180.0,498.0,440.0,446.0,377.0,118.0,148.5,189.0,67.0,333.0,389.5
CCCC(=O)Nc1ccc(Nc2cccc(OC)c2)cc1,decoy,404.0,419.0,310.5,451.0,372.0,390.0,447.0,414.5,483.5,495.0,356.0,297.0
Cc1ccc(C(=O)Nc2cccc(OC3CCCC3)c2)o1,decoy,404.0,419.0,331.5,292.5,72.0,126.0,367.0,365.0,306.5,430.5,439.0,468.0
N#Cc1ccc(Nc2cccc3cccc(Cl)c23)cn1,decoy,404.0,241.0,474.5,224.5,345.0,398.0,248.0,449.0,220.5,317.0,168.0,188.5
Cc1cc(-c2ccc(CC#N)c(C)n2)ccc1OC(C)C,decoy,404.0,419.0,166.5,348.5,435.0,350.0,279.5,137.0,369.0,445.5,489.0,419.0
Cc1ccc2ccc(NCc3ccc(O)c(O)c3)cc2c1,decoy,404.0,419.0,50.0,175.0,336.0,401.0,225.0,419.5,430.5,156.5,279.0,290.0
N#Cc1ccccc1Nc1ccc(Cl)c2cnccc12,decoy,404.0,342.0,408.5,273.0,291.0,368.0,314.0,317.0,99.5,118.5,212.0,239.0
Cc1c(CO)cccc1Nc1ccc2cc(O)ccc2c1,decoy,404.0,287.5,39.0,219.5,282.0,394.0,421.0,289.0,191.5,329.5,246.0,164.0
CCOc1ccc2cc(C3=CC[C@H](C#N)CC3)cnc2c1,decoy,395.5,431.0,142.5,303.0,264.0,386.0,338.0,370.5,443.5,477.0,495.0,459.0
CC(=O)c1cccc(NC(=O)c2c(C)cccc2C)c1C,decoy,395.5,365.5,355.5,382.5,64.0,118.0,342.0,204.0,266.5,191.5,302.0,277.0
CC(C)c1c[nH]c2ncc(-c3cccc4c3OCO4)cc12,decoy,395.5,232.0,224.0,43.0,410.0,296.0,166.0,152.0,11.0,15.0,317.0,463.0
CC(=O)c1ccccc1NC(=O)c1ccc(C(C)C)cc1,decoy,395.5,365.5,366.0,418.5,26.0,79.0,431.0,479.0,287.0,423.0,252.5,133.0
CCN(C(=O)c1oc(C(C)C)nc1C)c1ccccc1C,decoy,395.5,432.5,402.0,389.0,176.0,214.0,304.0,110.0,218.0,227.5,353.0,327.5
CC(=O)Nc1c(C)cc(-c2ccccc2C(C)=O)cc1C,decoy,395.5,246.0,362.5,335.0,147.0,45.0,315.0,380.5,153.0,239.5,206.0,281.0
C[C@@H](SCc1ccccc1C#N)c1cccc(C#N)c1,decoy,395.5,432.5,364.0,494.5,114.0,163.0,3.0,63.0,338.0,156.5,190.0,94.0
Cc1cocc1C(=O)N(C)[C@@H](C)c1cc2ccccc2o1,decoy,386.0,282.5,316.5,279.5,125.0,166.0,83.0,102.5,398.5,32.0,153.0,122.0
Cc1cc(CO)cc(Nc2ccc(O)c3ccccc23)c1,decoy,386.0,282.5,50.0,183.0,267.0,352.0,102.0,44.0,125.0,374.0,108.5,200.5
CC(=O)c1ccc2[nH]c3c(C(C)=O)cc(Cl)cc3c2c1,decoy,441.0,175.5,373.0,27.0,172.0,146.0,196.5,35.0,13.0,380.0,156.0,410.0
COc1cc(-c2nc(C)cc(C)c2C#N)ccc1C1CC1,decoy,386.0,414.0,258.5,348.5,464.0,404.0,458.5,275.0,46.0,144.0,498.0,498.0
COc1cc(-c2c[nH]nc2C)ccc1Oc1ccccc1,decoy,386.0,237.5,277.0,169.0,320.0,282.0,387.5,405.0,461.0,276.5,165.0,209.0
Cc1ccc2ncc(C#N)c(OC[C@@H](C)C(C)(C)C)c2c1,decoy,386.0,414.0,71.5,377.5,276.0,403.0,75.0,267.0,240.0,19.0,497.0,450.5
Cc1cc(C)c(C#N)c(-c2cc(OC(C)C)ccc2F)n1,decoy,386.0,474.0,294.0,367.5,481.0,432.0,156.0,390.0,306.5,89.0,472.0,497.0
C[C@@H]1C[C@@H](Nc2nc(Cl)ccc2C#N)c2ccccc21,decoy,386.0,474.0,455.5,325.0,202.0,299.0,91.0,48.5,48.5,22.0,397.5,372.5
Cc1c(COC(C)(C)C)cccc1NC(=O)c1ccoc1,decoy,386.0,414.0,204.0,405.0,80.0,95.0,491.0,134.5,318.5,416.5,445.5,241.0
N#C[C@H]1CC[C@@H](Oc2ccc(O)cc2-c2ccccc2)C1,decoy,386.0,282.5,59.0,316.5,210.0,194.0,199.5,197.0,410.5,113.5,232.0,204.0
N#Cc1c(F)cc(Nc2ccc3ccccc3n2)cc1F,decoy,386.0,282.5,415.5,292.5,375.0,388.0,123.5,437.5,75.5,387.0,265.0,365.0
CC[C@@H](Oc1cc(O)ccc1C#N)c1cccc(F)c1C,decoy,386.0,474.0,55.0,480.0,30.0,62.0,57.0,41.0,387.0,117.0,405.0,337.0
Cc1cc2c(N)cccc2n1-c1cc2cc(F)ccc2[nH]1,decoy,490.0,173.5,471.0,199.0,300.0,247.0,335.0,287.5,51.5,219.5,159.0,349.5
CC(C)Oc1ccccc1Nc1c[nH]c2ncc(F)cc12,decoy,379.5,314.5,345.5,162.5,465.0,452.0,312.0,455.0,115.0,291.0,384.0,361.5
CCCCOc1ccccc1-c1cnc2[nH]cnc2c1C,decoy,379.5,271.0,138.5,226.5,423.0,354.0,473.0,89.5,474.5,70.0,278.0,287.5
Cc1cc(-c2cccc(Oc3ccccc3)c2)cnc1C#N,decoy,373.0,232.0,133.0,252.5,324.0,307.0,62.0,364.0,465.5,305.5,139.0,137.0
COC(=O)Nc1cccc(-c2cc(C)c(C)cc2OC)c1,decoy,373.0,277.0,67.5,325.0,154.0,66.0,327.0,386.0,384.5,479.0,404.0,416.0
CC(C)C(C)(C)NC(=O)c1ccc(Oc2ccccc2)o1,decoy,373.0,180.0,262.0,211.0,110.0,118.0,241.0,174.0,363.5,167.5,287.0,214.0
CC(C)(C)CC(=O)Nc1ccc(Oc2ccccc2)nc1,decoy,373.0,232.0,339.0,361.5,371.0,415.0,369.0,207.0,458.0,474.0,340.0,245.0
N#CCOc1ccccc1-c1cccc(-c2cccnc2)c1,decoy,373.0,333.0,57.0,292.5,181.0,125.0,231.0,206.0,325.0,262.0,70.0,28.0
COc1ccc(-c2ccc(-c3ccccc3)nc2)c(C#N)c1,decoy,373.0,333.0,133.0,252.5,494.0,441.0,236.0,283.0,465.5,448.0,104.0,139.0
CCOc1ccc(-c2cc(C)c(C#N)c(C)n2)c(Cl)c1,decoy,373.0,409.5,118.5,415.0,333.0,294.0,427.5,340.0,245.5,440.5,475.5,482.0
CC[C@@H](C[C@H](C)CC)n1cc(C(=O)CN)c2ccccc21,decoy,373.0,277.0,431.0,243.5,312.0,433.0,122.0,51.0,293.5,1.0,305.0,227.0
N#Cc1ccc(-c2ccccc2-c2ncc[nH]2)c(Cl)c1,decoy,465.0,171.5,486.5,195.5,318.0,276.0,496.5,245.0,449.5,79.0,62.0,268.0
COc1ccc(-c2cc(-c3ccccc3)ccn2)c(C#N)c1,decoy,373.0,333.0,133.0,252.5,351.0,265.0,168.5,284.5,389.5,305.5,147.0,178.0
N#Cc1cccc(Cc2ccc(Oc3cccnc3)cc2)c1,decoy,373.0,409.5,125.0,245.5,218.0,253.0,174.5,235.0,477.5,363.5,270.0,175.0
Cc1cc(O)c(C)c(O[C@H]2CCC(=O)c3ccccc32)c1,decoy,373.0,470.0,6.0,354.0,28.0,60.0,182.0,54.0,17.0,120.0,189.0,310.0
CC(C)Oc1cccc(F)c1Nc1cc2cccnc2[nH]1,decoy,364.0,269.0,323.5,179.5,443.0,434.0,350.0,317.0,132.0,164.5,332.0,320.0
Cc1cccc2ncc(-c3ccc4cc(O)ccc4c3)nc12,decoy,364.0,269.0,133.0,60.5,375.0,333.0,243.0,377.5,150.5,406.0,258.0,314.0
CC(C)OCc1cccc(Nc2cccc3c[nH]nc23)c1,decoy,364.0,312.0,367.0,185.0,455.0,478.0,382.0,432.0,401.0,205.5,313.0,258.0
COc1ccc(-c2cc3cc(F)ccc3o2)cc1CC#N,decoy,364.0,372.0,67.5,262.5,150.0,110.0,202.5,391.0,150.5,468.5,406.0,325.0
CC(C)Oc1ccccc1Nc1cc(F)c2cn[nH]c2c1,decoy,364.0,312.0,336.5,192.5,495.0,490.0,320.0,462.0,266.5,344.0,357.0,369.0
Cc1cc2cc(N[C@@H](C)c3cccc(C#N)c3)ccc2cn1,decoy,364.0,312.0,458.5,172.0,357.0,463.0,218.5,293.0,377.0,247.5,402.0,418.0
COc1ccc(C)cc1Nc1cc(Cl)cc2[nH]ncc12,decoy,364.0,372.0,336.5,192.5,467.0,474.0,411.0,215.0,191.5,310.5,443.0,480.0
Cc1ccc(CC#N)c(-c2ccc(OC(C)(C)C)cc2)n1,decoy,357.5,405.5,192.0,359.0,426.0,322.0,483.0,379.0,342.5,346.0,471.0,338.0
CC(C)[C@]1(C)C[C@H]1C(=O)Nc1ccc(O)c2ccccc12,decoy,357.5,227.0,183.5,282.5,182.0,226.0,272.0,297.5,45.0,169.5,176.0,220.0
Cc1cc(Nc2cccc(OCC(C)C)c2)c(C)cc1N,decoy,357.5,405.5,87.5,471.5,488.0,492.0,444.0,277.0,374.5,121.5,488.0,440.5
Cc1ccc([C@H](C)Nc2nccc(C#N)c2Cl)c(C)c1,decoy,357.5,497.0,495.0,448.0,338.0,435.0,194.5,242.5,213.5,164.5,492.5,493.0
CCOc1ccc(-c2ccccc2C2(C#N)CCC2)cn1,decoy,357.5,274.5,198.0,415.0,384.0,267.0,475.0,400.5,374.5,106.0,352.0,303.0
COc1ccc2nc(C3=CC[C@H](C#N)CC3)cc(C)c2c1,decoy,351.5,484.0,304.0,262.5,388.0,480.0,312.0,384.5,277.5,300.0,480.0,488.0
COc1ccc(Nc2ccc(C)c3[nH]ncc23)c(Cl)c1,decoy,351.5,369.0,323.5,226.5,487.0,493.0,362.0,132.0,137.0,286.5,424.0,466.0
N#Cc1cc2ccccc2nc1-c1ccc2cnccc2c1,decoy,351.5,173.5,382.0,152.0,300.0,335.0,309.5,344.0,312.0,80.5,133.0,213.0
Cc1cc(O)cc(N=c2cc[nH]c3ccc(Cl)cc23)c1,decoy,475.0,165.0,331.5,169.0,196.0,202.0,30.0,2.0,283.5,53.0,240.0,355.0
Cc1nc(-c2cccnc2OC(C)(C)C)cc2[nH]ccc12,decoy,488.0,165.0,277.0,173.0,419.0,311.0,370.5,98.0,24.5,144.0,358.5,464.0
O=C(/C=C\c1coc2ccccc12)c1ccc(O)c(F)c1,decoy,351.5,307.5,37.0,171.0,167.0,136.0,4.0,106.5,17.0,85.5,52.0,76.0
CCc1ccc(-c2nc3ccc(SC)cc3[nH]2)c(O)c1,decoy,351.5,220.0,277.0,138.5,389.0,342.0,469.0,257.0,173.0,486.5,271.0,454.0
COc1cccc2cc([C@@H](C)N[C@H](C)c3ccc[nH]3)oc12,decoy,351.5,220.0,331.5,39.0,287.0,348.0,269.0,258.0,80.0,11.5,318.0,221.0
Nc1ccccc1Nc1ccc(OC(F)(F)Cl)cc1,decoy,348.0,358.0,277.0,423.5,453.0,468.0,479.0,262.0,280.5,465.5,320.0,208.0
COc1cccc(-c2ccc(-c3ccccc3)cn2)c1C#N,decoy,344.0,325.5,157.0,273.0,479.0,423.0,117.0,233.0,360.5,455.0,64.0,47.0
CC(=O)c1cc(C(=O)Nc2cccc(C(C)C)c2)cs1,decoy,344.0,401.5,462.0,310.0,76.0,90.0,295.5,399.0,72.0,361.0,431.0,456.0
Oc1ccc(-c2nc3cccc(Cl)c3[nH]2)c(Cl)c1,decoy,500.0,162.0,198.0,39.0,372.0,352.0,312.0,177.0,78.0,353.5,177.0,376.0
Cc1cc(-c2ccc(CC#N)cn2)cc(C)c1OC(C)C,decoy,344.0,401.5,147.5,329.5,435.0,350.0,407.0,158.0,448.0,458.0,499.0,489.0
CCc1cccc(C)c1NC(=O)c1cc(C(C)=O)cs1,decoy,344.0,401.5,391.5,387.0,42.0,95.0,114.5,417.0,169.5,276.5,410.0,364.0
COc1ccc(-c2nc(C)c(C)cc2C#N)cc1C(C)C,decoy,344.0,325.5,236.5,329.5,342.0,279.0,337.0,248.0,269.5,221.5,496.0,492.0
Nc1ccccc1N(c1ccc(F)c(O)c1)C1CCCC1,decoy,344.0,465.5,351.0,440.0,414.0,412.0,417.0,374.0,483.5,317.0,287.0,332.5
CCC(CC)n1ccc(C(=O)Nc2c(C)cccc2C)n1,decoy,344.0,325.5,490.0,370.5,238.0,330.0,408.0,404.0,175.5,321.5,450.5,431.0
CC(C)c1ccoc1C(=O)N(C)c1ccc2cc[nH]c2c1,decoy,458.0,158.0,398.0,185.0,132.0,140.0,99.5,409.0,101.5,41.5,247.0,316.0
COc1ccc(-c2ccc3occc3c2)cc1NC(C)=O,decoy,338.0,264.5,71.5,97.5,126.0,37.0,404.0,410.0,211.0,52.0,344.0,278.0
CCCCOc1cccc(F)c1-c1ncccc1CC#N,decoy,338.0,367.0,204.0,456.5,382.0,317.0,25.0,331.5,495.0,276.5,445.5,190.0
N#C[C@H]1CC=C(c2ncnc3cc4ccccc4cc23)CC1,decoy,338.0,216.5,486.5,273.0,354.0,395.0,253.0,111.0,321.5,44.0,227.0,292.5
Cc1cnc2cc(-c3cccc4nc(O)ccc34)ccc2c1,decoy,458.0,158.0,252.5,78.0,395.0,238.0,186.0,65.0,121.5,112.0,110.0,258.0
CCc1cccc2c(/C=C\C(=O)c3ccc(C)o3)c[nH]c12,decoy,338.0,169.5,373.0,46.5,121.0,101.0,51.0,25.0,142.0,85.5,204.0,142.5
CC(C)(C)Oc1cccc(Nc2c[nH]c3ncccc23)c1,decoy,338.0,264.5,377.0,167.0,389.0,421.0,470.0,421.5,22.0,265.0,385.0,368.0
N#CC1(c2ccc(-c3cccc4c[nH]nc34)cc2)CCCC1,decoy,430.5,152.5,496.5,128.5,344.0,277.0,370.5,150.0,78.0,265.0,203.0,291.0
N#Cc1ccc(-c2cc(C(F)(F)F)c3[nH]ccc3c2)cn1,decoy,485.5,152.5,486.5,78.0,285.0,219.0,182.0,175.0,104.0,149.0,426.0,462.0
C[C@H](Oc1cccnc1N)c1ccc(Cl)cc1Cl,decoy,328.5,495.5,316.5,344.0,286.0,310.0,484.0,92.0,379.5,28.0,459.0,319.0
CSc1ccc(-c2ccc(C#N)c(CC#N)c2)c(C)c1,decoy,328.5,396.5,403.0,491.0,219.0,169.0,244.5,278.0,382.5,390.0,392.0,386.0
N#C[C@H](Oc1cc2cc[nH]c2cc1F)c1ccccc1F,decoy,328.5,165.0,113.0,54.5,116.0,116.0,64.0,11.0,216.0,4.0,187.0,242.0
Cc1cc(C#N)cc(NC(=O)c2cccc(C)c2Cl)c1,decoy,328.5,321.5,408.5,468.0,42.0,79.0,139.0,412.0,197.5,195.5,422.5,393.0
COc1c(Cl)cccc1Nc1ccc2c(C)[nH]nc2c1,decoy,328.5,305.0,323.5,179.5,473.0,481.0,290.0,494.0,158.5,303.0,411.0,457.5
CCc1c[nH]c2ncnc(Oc3cccc(C(C)C)c3)c12,decoy,328.5,211.5,339.0,243.5,319.0,338.0,238.0,105.0,93.5,13.0,456.0,449.0
N#Cc1ccc2c(-c3ccc4ncccc4c3)ccnc2c1,decoy,430.5,152.5,434.0,89.5,360.0,286.0,93.5,71.0,352.0,54.0,132.0,231.0
CC(C)Oc1ccc(/C=C/C(=O)c2ccc(O)cc2)cc1,decoy,328.5,495.5,40.0,391.5,228.0,305.0,383.0,156.0,477.5,497.0,289.0,171.5
C=CC[C@H](Oc1nc(C)cc(C)c1C#N)c1ccccc1,decoy,328.5,461.5,240.0,450.0,145.0,201.0,14.0,26.0,245.5,140.5,349.0,294.0
Oc1ccc2cc(-c3cccc(-c4ncc[nH]4)c3)ccc2c1,decoy,485.5,152.5,236.5,19.0,367.0,242.0,264.0,443.0,197.5,262.0,137.0,223.0
Cc1ccc2nccc(-c3cc4ccccc4nc3O)c2c1,decoy,328.5,211.5,122.5,111.5,455.0,373.0,287.5,273.0,271.0,115.5,27.0,160.0
COc1ccnc(-c2cccc(-c3ccccc3)c2)c1C#N,decoy,328.5,321.5,187.0,292.5,237.0,155.0,301.0,237.0,369.0,83.5,108.5,81.0
CC(=O)c1cc(O)cc(O[C@H](c2ccccc2)C2CC2)c1,decoy,328.5,461.5,26.0,391.5,42.0,79.0,178.0,221.0,166.0,67.0,220.0,207.0
CCC[C@H](Oc1cnc(Cl)c(C#N)c1)c1ccccc1,decoy,328.5,461.5,277.0,415.0,189.0,203.0,221.0,220.0,356.5,146.0,374.0,303.0
CC(C)(C)c1ccccc1NC(=O)c1csc(C#N)c1,decoy,328.5,396.5,474.5,423.5,47.0,63.0,261.0,389.0,185.5,178.0,345.0,384.0
CCC[C@H](C)Oc1cc(C(=O)c2ccccc2)ccc1O,decoy,328.5,461.5,37.0,478.0,121.0,85.0,322.0,130.0,445.5,118.5,171.0,81.0
COc1cc2nc(-c3cccc4occc34)[nH]c2cc1F,decoy,469.5,149.0,204.0,125.5,411.0,335.0,46.0,387.0,5.0,395.5,213.0,405.5
Cc1cccc2ccc(NCCc3ccc(C#N)cc3)nc12,decoy,319.0,360.5,440.5,348.5,354.0,414.0,299.0,136.0,269.5,184.5,323.5,275.0
N#Cc1cc(NC/C=C/c2ccccc2)nc2ccccc12,decoy,319.0,303.5,408.5,273.0,493.0,498.0,23.0,473.0,374.5,276.5,102.0,45.0
Cc1c(Cl)ccc(-c2ccc3c(C#N)c[nH]c3n2)c1F,decoy,451.0,145.5,449.0,162.5,322.0,285.0,38.5,303.0,162.5,258.5,395.0,481.0
N#Cc1cccc(Cl)c1Nc1c(F)ccc2[nH]ccc12,decoy,451.0,145.5,440.5,147.5,191.0,212.0,47.0,317.0,41.0,17.0,280.5,383.0
COc1cccc2cc(-c3ccc(N)c(Cl)c3)cnc12,decoy,319.0,158.0,224.0,181.5,413.0,359.0,281.5,259.0,216.0,376.0,347.5,258.0
Cc1ccc(C(=O)Nc2cccc3ccsc23)c(O)c1,decoy,319.0,261.5,80.0,116.5,98.0,117.0,138.0,487.0,63.0,184.5,128.0,131.0
CC1(C)CCNc2ccc(-c3ccc(C(=O)O)s3)cc21,decoy,319.0,158.0,369.0,74.0,188.0,53.0,145.0,142.0,249.0,395.5,256.5,313.0
Cc1ccccc1-c1nnc(Nc2ccc(Cl)cc2)[nH]1,decoy,484.0,145.5,500.0,322.5,499.0,500.0,255.0,188.0,53.5,371.0,127.0,269.0
CCOc1cccc(Nc2ccc(Cl)c(N)c2)c1F,decoy,314.0,391.5,142.5,482.5,441.0,450.0,493.0,339.0,242.0,465.5,469.0,322.0
COc1cccc(Nc2cc(N)cc(Cl)c2C)c1F,decoy,314.0,456.0,316.5,479.0,399.0,425.0,123.5,64.0,41.0,308.0,470.0,438.0
Cc1ccc(-c2c(C)cc(OC(C)C)cc2C)nc1C#N,decoy,314.0,456.0,212.0,310.0,328.0,260.0,213.0,453.0,490.0,411.0,478.0,490.0
COc1ccc(C)c(F)c1Nc1ccc(Cl)cc1N,decoy,314.0,494.0,316.5,399.0,460.0,491.0,254.0,300.5,226.5,253.0,464.5,452.0
C[C@@H](Oc1ccnc(N)c1)c1ccc(Cl)c(Cl)c1,decoy,314.0,456.0,316.5,399.0,250.0,329.0,395.0,68.0,366.5,27.0,475.5,426.0
CC(C)[C@@H]1CCCCN1C(=O)Nc1ccc2[nH]ccc2c1,decoy,482.5,139.0,464.0,301.0,141.0,143.0,209.5,478.0,29.0,70.0,434.0,499.0
N#Cc1cc2nc(-c3ccc(Cl)c(Cl)c3)ccc2[nH]1,decoy,496.0,139.0,425.5,111.5,277.0,241.0,222.0,34.0,177.5,408.5,334.0,476.0
N#Cc1ccc(Cl)cc1NCc1cc2ccccc2o1,decoy,308.5,298.5,361.0,279.5,213.0,337.0,171.0,384.5,349.5,339.0,193.0,174.0
CC[C@H]1CC[C@H](C)N1C(=O)Nc1ccc2[nH]c(C)cc2c1,decoy,482.5,139.0,478.0,338.0,141.0,143.0,326.0,495.0,87.0,383.0,422.5,495.0
Cc1cc(C(=O)/C=C/c2cc3ccccc3o2)ccc1O,decoy,308.5,298.5,24.0,119.5,179.0,197.0,73.0,331.5,193.5,424.0,57.0,74.0
Cc1c(C#N)c(O[C@H]2CCCC[C@H]2F)nc2ccccc12,decoy,308.5,258.0,277.0,405.0,292.0,406.0,422.0,363.0,287.0,78.0,425.0,437.0
N#Cc1ccc(Cl)c(Nc2cccc3ncccc23)c1,decoy,308.5,298.5,408.5,273.0,327.0,376.0,242.0,436.0,83.5,191.5,262.5,273.5
COC(=O)Nc1cccc2ccc(-c3ccccc3)nc12,decoy,425.5,139.0,347.0,39.0,268.0,221.0,176.5,140.5,363.5,184.5,41.0,25.0
Cc1cc(C)c(C#N)c(N[C@@H](c2ccccc2)C(C)C)n1,decoy,302.0,450.5,486.5,418.5,198.0,291.0,284.0,269.0,255.5,138.5,388.5,405.5
Cc1ccc(Nc2ccc(OC(F)F)cc2C)cc1N,decoy,302.0,450.5,277.0,466.0,480.0,466.0,487.0,73.0,300.5,268.5,484.0,475.0
COc1ccc(Nc2cc(C(C)(C)C)ccc2N)cc1C,decoy,302.0,491.5,294.0,434.5,381.0,435.0,381.0,214.0,275.5,156.5,494.0,457.5
Cc1cc(Nc2ccc(CN)cc2)c(OC(C)C)cc1C,decoy,302.0,491.5,127.0,434.5,272.0,374.0,377.0,240.0,473.0,395.5,500.0,470.0
CC(C)C[C@@H](Cc1ccccc1)Oc1cc(O)ccc1O,decoy,302.0,450.5,31.0,473.5,69.0,143.0,86.0,146.0,394.5,50.5,218.0,108.0
COc1ccc(Nc2ccc(Cl)c(C)c2F)c(N)c1,decoy,302.0,491.5,316.5,454.0,462.0,484.0,492.0,353.0,293.5,393.0,457.0,474.0
CCc1ccc(OC)c(Nc2ccc(C(C)(C)N)cc2)c1,decoy,302.0,491.5,262.0,454.0,305.0,378.0,107.0,358.5,300.5,368.5,486.0,391.5
COc1cccc2nc(-c3ccc(F)c4ccoc34)[nH]c12,decoy,446.0,134.0,310.5,63.5,368.0,275.0,21.0,115.0,2.0,411.0,267.0,296.0
CCOc1ccc(C)c(F)c1Nc1ccc2[nH]ncc2c1,decoy,298.0,328.0,216.0,233.0,440.0,456.0,460.0,292.0,300.5,233.5,436.0,447.0
COc1cccc(-c2ccc3c(N)ccnc3c2)c1Cl,decoy,292.5,252.0,224.0,238.5,415.0,320.0,201.0,252.0,237.5,171.5,259.0,249.0
C[C@@H](O)c1ccccc1Nc1cc2c(Cl)cccc2[nH]1,decoy,413.5,131.0,371.0,84.0,194.0,232.0,125.0,170.0,44.0,215.5,20.0,158.0
Cc1cc(-c2cncc(C#N)c2)nc2c(C(C)C)cccc12,decoy,292.5,295.0,466.0,188.5,348.0,341.0,270.0,192.0,332.5,347.5,407.0,460.0
Cc1cnc(-c2cc3ccccc3nc2O)c2ccccc12,decoy,292.5,252.0,166.5,147.5,386.0,364.0,180.0,249.5,231.0,80.5,14.0,49.0
