smiles,origin,molecular_morgan|ref_0,molecular_morgan|ref_1,MACCSkeys|ref_0,MACCSkeys|ref_1,2D_pharmacophore|ref_0,2D_pharmacophore|ref_1,3D_pharmacophore_generated_conformers|ref_0,3D_pharmacophore_generated_conformers|ref_1,3D_shape_generated_conformers|ref_0,3D_shape_generated_conformers|ref_1,chemogenomics|ref_0,chemogenomics|ref_1
Cc1nnc(CCNc2ccc(C(N)=O)cc2[N+](=O)[O-])s1,decoy,475.5,475.0,421.5,398.0,106.0,71.0,428.0,466.0,321.0,369.5,418.0,425.0
Cc1cc(C)c(CNc2ncnc(Cl)c2C(N)=O)c(O)n1,decoy,475.5,299.0,330.5,392.0,82.0,111.0,221.5,14.0,213.5,443.0,150.0,231.0
CNc1ccc([N+](=O)[O-])cc1C(=O)N[C@@H](C)c1ncon1,decoy,475.5,182.0,305.5,254.0,19.0,34.0,255.0,394.5,180.0,240.0,408.0,430.0
CNc1nccc(C(=O)NCc2nc(C)c(C)o2)c1[N+](=O)[O-],decoy,475.5,299.0,409.5,375.5,203.0,237.0,364.0,490.0,195.0,359.0,258.0,251.0
COc1ncc(Nc2cc(O)nc(C)n2)cc1[N+](=O)[O-],decoy,475.5,31.0,394.0,316.5,127.0,53.0,461.5,423.0,339.5,343.0,16.0,104.0
NC(=O)c1cnc2ccc(-c3ccc(C(N)=O)nc3)cc2c1,decoy,475.5,299.0,167.0,329.0,372.0,362.0,489.0,365.5,462.5,417.0,215.5,334.5
Nc1c(NCc2cccc(C(=O)O)c2)ncnc1-n1cccn1,decoy,468.5,263.0,253.0,15.0,305.0,110.0,122.0,365.5,412.0,460.5,164.5,289.5
N#Cc1ccc(C(=O)NC/C=C\CNc2ncccc2C#N)[nH]1,decoy,468.5,263.0,263.0,267.5,339.0,351.0,365.0,428.0,168.0,41.0,471.0,478.0
Nc1n[nH]c2cc(-n3nc(-c4cnccn4)cc3O)ccc12,decoy,468.5,91.0,47.0,3.0,32.0,1.0,367.5,340.0,88.5,36.0,25.5,186.0
O=C(O)c1cc(NCc2nc(-c3ccccc3)n[nH]2)ncn1,decoy,468.5,16.0,191.5,122.5,387.0,226.0,361.0,206.0,416.5,334.0,64.0,227.0
CCOC(=O)Nc1ccc(NC(=O)Cc2nc[nH]n2)cc1,decoy,461.5,174.5,228.0,310.5,279.0,317.0,170.0,72.0,497.5,482.0,442.0,421.0
N[C@H]1CC[C@H](C(=O)Nc2ccc(-c3nc(=O)o[nH]3)cc2)CC1,decoy,461.5,291.0,321.0,366.5,376.0,354.0,487.0,422.0,496.0,462.0,413.5,433.0
C[C@@H](NC(=O)c1ccc2c(O)nnc(O)c2c1)c1ccno1,decoy,461.5,494.5,236.0,384.0,299.0,319.0,434.0,347.5,14.5,141.0,325.0,261.0
Cc1cc(NC(=O)c2ccc(C(N)=O)s2)nn1CCC#N,decoy,461.5,471.5,291.5,190.0,203.0,299.0,132.0,105.0,355.5,354.0,403.0,365.0
O=C(Nc1nc2c(o1)CCCC2)c1cc(C(=O)O)on1,decoy,461.5,471.5,395.5,438.5,421.0,426.0,247.0,161.0,291.0,281.0,475.0,489.0
C[C@H](Oc1[nH]cnc1C(N)=O)c1cccc([N+](=O)[O-])c1,decoy,461.5,383.5,349.5,316.5,424.0,444.0,348.0,404.0,59.5,243.5,353.0,409.0
CC(=O)Nc1ccc(CC(=O)Nc2c(N)ccnc2O)cc1,decoy,461.5,383.5,299.5,369.5,333.0,342.0,95.0,83.0,447.0,491.0,401.0,416.0
NC(=O)Nc1cc(NC(=O)c2ncccc2N)ccc1F,decoy,461.5,383.5,287.0,308.5,178.0,259.0,168.0,134.0,157.5,45.0,259.0,271.0
CC(C)n1nnc(NC(=O)c2ccccc2CCC(=O)O)n1,decoy,461.5,494.5,364.0,187.5,336.0,329.0,199.0,324.0,153.0,90.5,467.0,420.0
CC(=O)c1c[nH]c(C(=O)Nc2ccnc(C(=O)O)c2)c1,decoy,461.5,383.5,197.0,386.5,466.0,471.0,84.0,269.0,139.5,190.5,462.5,438.0
CCc1noc2ncc(C(=O)NC(C)(C)c3cnn[nH]3)cc12,decoy,454.0,343.0,148.0,278.5,160.0,247.0,257.5,406.0,199.0,190.5,250.0,283.0
COC(=O)c1c[nH]c2nc(-c3ccc(C(N)=O)nc3)ccc12,decoy,454.0,421.0,112.0,210.0,243.0,144.0,492.0,286.0,256.0,326.5,181.0,150.0
CCOCc1nc([C@@H](C)NC(=O)c2c(C)ccnc2O)no1,decoy,454.0,421.0,412.0,449.5,90.0,131.0,183.0,267.0,397.0,174.0,363.0,385.0
CCC(CC)(NC(=O)c1ccc2[nH]ccc2n1)c1nn[nH]n1,decoy,454.0,143.5,108.0,194.0,143.0,103.0,349.0,205.0,259.0,154.0,206.0,217.0
NC(=O)CC[C@H](N)c1nc(-c2cccc3cnccc23)no1,decoy,454.0,256.5,156.0,242.5,238.0,63.0,198.0,414.0,245.5,331.0,303.5,280.5
Cc1noc(C(C)C)c1C(=O)Nc1c(O)ncnc1O,decoy,450.5,487.0,260.0,293.0,42.0,96.0,79.0,373.0,86.5,86.5,266.0,273.0
Cc1cc(NS(=O)(=O)c2ccc(C(=O)O)s2)no1,decoy,450.5,418.0,475.0,473.5,427.0,438.0,439.0,278.0,440.5,343.0,425.5,424.0
CC[C@H](C)c1nc([C@H](C)NC(=O)c2noc(C)n2)n[nH]1,decoy,446.5,164.5,217.5,369.5,214.0,216.0,339.0,137.0,250.5,194.0,294.0,349.0
COC(=O)c1nc[nH]c1NC(=O)c1ncoc1C(C)C,decoy,446.5,467.5,370.0,433.5,176.0,249.0,229.0,228.0,242.0,286.0,358.0,395.0
N#Cc1nc(N)n(CC(=O)Nc2cccc(Cl)c2)c1C#N,decoy,446.5,164.5,430.5,180.0,215.0,229.0,211.0,38.0,394.5,474.5,232.0,249.0
CC(C)(C#N)c1ccc(NC(=O)c2cc(O)n[nH]2)cn1,decoy,446.5,288.5,108.0,242.5,122.0,232.0,471.0,499.0,449.5,432.5,341.0,311.5
CON(C(=O)c1ccc(-c2ccco2)nc1O)[C@@H](C)C(=O)O,decoy,446.5,493.0,473.0,455.0,467.0,427.0,409.0,180.0,232.0,363.5,478.0,458.0
Cc1ocnc1CNC(=O)c1ccc([N+](=O)[O-])cc1O,decoy,446.5,467.5,466.0,458.0,345.0,370.0,228.0,472.5,274.5,221.5,438.0,411.0
CC[C@H](NC(=O)c1cnc2[nH]cnc2c1)c1noc(C)n1,decoy,441.0,249.5,132.5,289.5,35.0,46.0,407.0,128.0,281.0,201.0,131.5,236.5
C[C@@H](Nc1cc(=O)n(C)c(O)n1)c1ccc2nc(O)oc2c1,decoy,441.0,80.5,323.0,155.0,152.0,147.0,461.5,469.0,474.0,460.5,29.0,214.0
COc1ccc2cc(C(=O)Nc3oncc3C(N)=O)[nH]c2c1,decoy,441.0,484.0,212.0,231.0,252.0,302.0,238.0,224.0,281.0,111.0,262.0,171.0
N#Cc1ccc(C(=O)Nc2cc(N)ccc2COCCO)o1,decoy,441.0,416.5,491.5,498.0,368.0,359.0,261.0,441.0,218.5,42.0,480.0,450.5
Cc1nc(N)ncc1N=c1cc[nH]c(-c2cc(N)ccn2)c1,decoy,500.0,10.0,361.0,27.0,158.0,56.0,121.0,178.0,377.0,291.0,5.0,76.0
N#Cc1ccc(N[C@H]2C[C@H](NC(=O)c3ccc(C#N)[nH]3)C2)nc1,decoy,441.0,249.5,114.5,226.5,366.0,381.0,479.0,433.0,462.5,491.0,416.0,462.0
Cc1cnc(CNC(=O)c2ccc(O)c([N+](=O)[O-])c2)o1,decoy,429.0,462.0,488.0,471.0,401.0,421.0,152.0,309.5,267.0,449.0,457.0,443.5
Cc1conc1NS(=O)(=O)c1cc(C(=O)O)cs1,decoy,429.0,414.0,481.0,442.0,427.0,438.0,221.5,138.5,223.5,336.5,461.0,485.0
C[C@@](O)(C(=O)Nc1n[nH]c2ccc([N+](=O)[O-])cc12)C1CC1,decoy,429.0,409.5,269.0,277.0,324.0,324.0,251.5,247.0,108.0,114.0,454.0,467.0
CC1(C)Cc2cc(Nc3cnc(O)nc3N)ccc2C(=O)N1,decoy,429.0,240.0,212.0,190.0,314.0,272.0,499.0,486.0,337.5,382.5,28.0,140.0
CC(C)(C#N)C(=O)Nc1cccc(-c2nc(=O)o[nH]2)c1,decoy,429.0,284.0,282.0,326.0,405.0,370.0,359.0,358.0,184.5,195.5,249.0,206.0
COC[C@H](C)Oc1cc(NC(=O)c2cc(O)cc(O)c2)[nH]n1,decoy,429.0,409.5,274.0,389.5,244.0,282.0,443.5,367.0,492.0,496.0,431.0,427.5
CC[C@@H](C(=O)O)C(=O)Nc1n[nH]c(-c2ccccc2OC)n1,decoy,429.0,130.0,266.5,167.0,437.0,363.0,290.0,325.0,121.5,247.5,312.0,381.0
O=C(N[C@H](c1ncon1)C1CC1)c1ccc2nc(O)[nH]c2c1,decoy,429.0,240.0,341.5,444.5,118.0,150.0,344.0,65.0,380.5,233.0,309.5,376.5
Cc1cc(O)c(C(C)C)cc1NC(=O)c1nc(=O)[nH][nH]1,decoy,429.0,374.0,181.0,172.5,327.0,376.0,170.0,157.0,203.5,100.5,322.0,329.0
COc1ccc([C@@H](O)C(=O)Nc2oc(C)nc2C#N)cc1,decoy,429.0,462.0,390.5,444.5,342.0,352.0,175.0,79.0,267.0,430.0,318.5,318.0
C[C@@H](NC(N)=O)c1noc(-c2cc(=O)c3ccccc3o2)n1,decoy,429.0,75.5,242.5,275.0,45.0,33.0,470.0,37.0,313.0,315.0,155.0,195.5
CC(=O)c1cccc(C(=O)NCc2ocnc2C(=O)O)c1,decoy,429.0,462.0,471.0,484.0,478.0,480.0,176.5,274.0,207.5,201.0,487.0,460.5
Cc1nn(-c2ccccc2)nc1C(=O)Nc1c(N)ccnc1O,decoy,429.0,240.0,102.0,29.0,15.0,25.0,34.0,6.0,324.0,70.0,12.0,44.0
COc1cc(Nc2cccnc2N)c(C(N)=O)c(OC)c1,decoy,429.0,155.5,217.5,262.5,195.0,182.0,323.5,301.0,40.0,150.5,90.0,129.0
Cc1ccncc1NC(=O)c1ccc(-c2nn[nH]n2)c(C)n1,decoy,429.0,332.5,43.0,34.5,209.0,122.0,272.0,312.0,326.5,210.0,36.0,33.0
N#Cc1cc(NC(=O)c2ccc(-n3cncn3)nc2)ccc1O,decoy,429.0,483.0,170.5,61.0,112.0,136.0,370.0,450.0,494.0,474.5,229.0,325.5
N#Cc1c(N)nn(C(=O)c2cccc(C(F)F)c2)c1N,decoy,429.0,100.0,94.5,51.5,69.0,50.0,486.0,468.0,104.5,171.5,335.0,350.5
C[C@H](c1nc(-c2cccc(NS(C)(=O)=O)c2)no1)[C@@H](C)N,decoy,429.0,155.5,349.5,316.5,213.0,62.0,354.0,405.0,305.0,320.0,233.0,306.5
O=C(Nc1ccc(Cl)nc1)c1ccnc(-c2nn[nH]n2)c1,decoy,429.0,409.5,55.5,119.5,241.0,150.0,111.0,19.0,135.5,221.5,93.0,152.0
O=C1COc2cc(NC(=O)c3[nH]nc4ncccc34)ccc2N1,decoy,419.0,290.0,137.0,187.5,74.0,163.0,430.0,200.5,409.0,366.5,153.5,117.0
NC(=O)c1ccc(C(=O)Nc2ccc3occc(=O)c3c2)nc1,decoy,416.0,406.0,246.0,413.0,361.0,410.0,129.5,381.5,427.0,379.5,293.0,282.0
O=C(Nc1nc(-c2ccc(Cl)cc2)n[nH]1)c1cnn[nH]1,decoy,416.0,325.0,121.0,136.5,189.0,109.0,421.0,300.0,310.0,354.0,135.5,99.0
Cc1c[nH]nc1Cn1cc(-c2nc(C(=O)O)sc2C)nn1,decoy,416.0,71.0,476.0,257.0,455.0,327.0,269.0,152.0,150.5,190.5,207.0,284.0
Cc1nn[nH]c1C(=O)Nc1cc(-c2ccncc2)cnc1O,decoy,416.0,325.0,79.5,105.5,245.0,168.0,355.0,438.0,363.0,35.0,111.0,122.5
CCCc1occc1C(=O)N[C@H](C)c1nc(C(=O)O)n[nH]1,decoy,416.0,233.0,305.5,350.5,430.0,420.0,249.0,221.0,64.5,135.5,498.0,488.0
CC(=O)c1cccc(Nc2c(N)nc(O)nc2O)c1F,decoy,408.5,84.0,271.0,257.0,308.0,269.0,465.0,329.0,401.0,346.5,60.0,19.0
Cc1ccc(C(=O)O)cc1NC(=O)c1nsnc1O,decoy,408.5,457.0,318.0,371.0,379.0,389.0,216.0,94.0,54.5,26.0,445.0,378.0
CNC(=O)c1ccccc1NC(=O)c1ccc([N+](=O)[O-])[nH]1,decoy,408.5,492.0,282.0,215.0,493.0,491.0,173.0,192.0,92.0,22.5,354.5,367.0
Cc1noc([C@@H](C)NC(=O)c2c(C)[nH]c(C(=O)O)c2C)n1,decoy,408.5,275.0,279.0,334.5,399.0,382.0,403.0,96.0,70.0,85.0,398.0,396.0
COC(=O)c1[nH]c(C)cc1NC(=O)c1cc(C#N)c[nH]1,decoy,408.5,275.0,287.0,362.0,487.0,488.0,391.0,78.0,129.5,8.0,455.0,449.0
Cc1o[nH]c(=N)c1S(=O)(=O)Nc1scnc1C1CC1,decoy,408.5,275.0,485.5,380.0,219.0,249.0,50.0,184.0,97.5,100.5,315.0,473.5
Cc1nn(C)c(NC(=O)c2[nH]c(C)c(C(=O)O)c2C)c1C#N,decoy,408.5,457.0,202.0,127.0,406.0,403.0,187.0,399.5,23.0,60.5,356.5,435.0
NC(=O)[C@@H](Cc1ccccc1)Nc1ccc([N+](=O)[O-])cn1,decoy,408.5,275.0,330.5,392.0,282.0,254.0,284.0,420.0,116.0,75.5,375.0,497.0
Cc1ncc(S(=O)(=O)Nc2cc(C(=O)O)ccc2C)[nH]1,decoy,408.5,370.0,428.5,324.0,468.0,470.0,380.5,295.0,153.0,107.0,374.0,387.0
N#CCCN(CCC#N)C(=O)c1cccc2nc(O)[nH]c12,decoy,408.5,149.5,442.0,435.5,426.0,413.0,328.0,234.0,355.5,404.0,481.5,448.0
O=C1C[C@H](Nc2cc([N+](=O)[O-])c3cc[nH]c3n2)CCCN1,decoy,402.5,179.0,378.0,416.0,276.0,235.0,473.5,350.5,67.0,131.5,297.0,441.0
COc1nc(-c2ccc3[nH]nc(N)c3c2)nc2[nH]cnc12,decoy,402.5,37.0,11.0,19.5,47.0,12.0,472.0,289.0,173.0,11.0,4.0,7.0
CCNC(=O)Nc1ccc(-n2nc(N)c3nccnc32)cc1,decoy,397.0,226.0,91.0,11.0,186.0,99.0,387.0,372.0,423.0,293.5,122.0,109.0
COCc1cc(C(=O)Nc2[nH]nc(C3CC3)c2C#N)no1,decoy,397.0,319.5,382.0,381.0,38.0,120.0,451.0,240.5,305.0,320.0,410.5,457.0
CCCc1cc(C(=O)N[C@@H](C(=O)O)c2c(C)n[nH]c2C)no1,decoy,397.0,226.0,395.5,438.5,461.0,435.0,135.0,302.5,238.0,399.0,490.0,492.0
C[C@@H](NC(=O)c1ccc(C(N)=O)cn1)c1nc2ccccc2[nH]1,decoy,397.0,117.0,24.0,147.0,318.0,304.0,454.0,465.0,497.5,476.5,66.0,243.0
CC(=O)N/C(=C/c1ccccc1)c1nc(-c2nc[nH]n2)no1,decoy,397.0,226.0,159.5,267.5,197.0,93.0,180.5,118.5,121.5,2.0,56.5,209.0
Cc1nc(C)c(NC(=O)c2cc(-c3nn[nH]n3)c[nH]2)s1,decoy,397.0,117.0,151.0,122.5,189.0,155.0,397.0,238.0,165.0,83.5,125.0,121.0
CCC(CC)c1cc(C(=O)Nc2ccn(CC(N)=O)n2)on1,decoy,397.0,498.0,335.0,332.5,72.0,210.0,55.0,42.0,427.0,489.0,477.0,465.0
O=C(NC1(c2ncon2)CCCC1)c1ccc2nc[nH]c2n1,decoy,397.0,226.0,222.5,316.5,40.0,36.0,367.5,173.0,199.0,221.5,188.0,315.0
CCc1ncc(NC(=O)c2ccc3oc(O)nc3n2)cn1,decoy,397.0,482.0,202.0,298.5,92.0,114.0,200.0,460.5,383.0,361.0,140.0,107.0
Cn1nc(C(C)(C)C)cc1C(=O)Nc1nc(C(=O)O)ns1,decoy,390.0,452.5,397.0,280.5,328.0,287.0,343.0,215.0,267.0,81.5,295.5,356.0
Cc1nc(CNc2ncc([N+](=O)[O-])s2)sc1C(N)=O,decoy,390.0,267.0,423.5,359.0,191.0,192.0,445.5,434.0,445.0,472.0,314.0,394.0
CC(C)n1ncc(C(=O)OCc2ccc(C(N)=O)cc2)c1N,decoy,390.0,363.5,202.0,127.0,330.0,357.0,476.0,474.0,430.5,453.5,464.0,484.0
N#C[C@H](NC(=O)c1coc(C(N)=O)c1)c1ccccc1F,decoy,390.0,452.5,478.0,497.0,497.0,493.0,418.0,397.0,360.5,386.5,410.5,496.0
Cc1oc(C(C)C)nc1C(=O)NCc1ccc(C(N)=O)nc1,decoy,390.0,452.5,372.5,440.5,355.0,388.0,303.0,431.0,409.0,488.0,347.0,361.0
CS(=O)(=O)c1ccc(N)c(Nc2ccccc2C(N)=O)c1,decoy,387.0,310.0,448.5,465.5,303.0,196.0,244.0,207.5,277.5,320.0,137.5,277.0
N#Cc1cccnc1C(=O)Nc1ccc2nc(CO)[nH]c2c1,decoy,385.0,366.5,156.0,160.5,224.0,258.0,129.5,189.0,460.5,291.0,237.0,252.0
Cc1cccc(CCNc2cnc(-c3nn[nH]n3)c(C#N)n2)c1,decoy,385.0,96.5,299.5,58.5,156.0,26.0,124.0,50.0,135.5,340.5,37.5,155.5
Cc1ccc(-c2cc(C(=O)NCc3cnc[nH]c3=N)n[nH]2)cc1,decoy,385.0,169.5,63.5,75.0,179.0,142.0,309.5,480.0,499.0,499.0,218.0,264.5
Cc1ccc(CSc2nc3c(N)nc(N)nc3[nH]2)cn1,decoy,378.5,7.0,225.0,43.0,71.0,91.0,452.0,319.5,337.5,411.0,2.0,30.0
COc1ccc(CNC(=O)c2cc(C)[nH]n2)cc1[N+](=O)[O-],decoy,378.5,214.0,418.0,388.0,378.0,406.0,411.0,493.0,420.0,471.0,348.0,342.0
CCc1noc(CC)c1CC(=O)Nc1c[nH]nc1C(=O)OC,decoy,378.5,214.0,363.0,412.0,216.0,261.0,17.0,335.5,34.5,162.0,437.0,434.0
O=C(O)CNC(=O)c1ccc(F)cc1NC(=O)c1ccoc1,decoy,378.5,497.0,474.0,494.5,498.0,498.0,66.0,142.5,207.5,1.0,500.0,494.0
Cc1[nH]nc(O)c1NC(=O)c1nnn(-c2ccccc2)c1C,decoy,378.5,214.0,175.5,65.5,218.0,184.0,281.0,218.0,180.0,225.5,47.0,85.0
COCCOc1cc(NC(=O)c2cc(N)cc(N)c2)ccn1,decoy,378.5,315.0,406.5,482.0,295.0,305.0,71.0,259.5,440.5,487.0,254.0,279.0
Cc1nn[nH]c1C(=O)Nc1cnc(-c2cccc(O)c2)nc1,decoy,378.5,214.0,74.0,93.5,200.0,161.0,376.0,456.0,460.5,420.5,42.0,37.0
Cc1ccc(-c2cc(C(=O)N[C@@H](C(=O)O)C3CC3)[nH]n2)o1,decoy,378.5,63.0,299.5,418.0,479.0,468.0,443.5,21.0,334.5,382.5,491.0,495.0
Cn1c(Cl)cnc1CNC(=O)c1cc([N+](=O)[O-])ccc1N,decoy,378.5,214.0,378.0,246.5,251.0,225.0,249.0,426.0,213.5,300.5,238.0,294.0
CCCc1cc(C(=O)N[C@H](c2nc(=O)o[nH]2)C(C)(C)C)n[nH]1,decoy,378.5,63.0,382.0,449.5,202.0,197.0,299.0,369.5,213.5,271.5,423.0,450.5
O=C(Nc1cccc(C(F)(F)F)n1)c1cc(O)nc(O)n1,decoy,372.0,359.5,299.5,418.0,140.0,185.0,4.0,76.0,267.0,247.5,130.0,39.0
N#Cc1cccc([C@@H](NCc2cccc(C(N)=O)c2)C(=O)O)c1,decoy,372.0,447.0,496.0,500.0,494.0,482.0,265.0,340.0,403.0,210.0,499.0,500.0
Cc1onc(CC(=O)Nc2cc(C(N)=O)sc2C)c1C#N,decoy,372.0,359.5,390.5,444.5,138.0,237.0,182.0,399.5,296.0,373.0,427.0,460.5
Cc1ccc(C(=O)O)c(O)c1NC(=O)c1ccc(CO)nc1,decoy,365.0,402.5,419.5,465.5,438.0,437.0,123.0,354.0,70.0,263.5,417.0,309.0
CCOc1ccc(NC(=O)c2cnc(C(=O)O)cn2)nc1C,decoy,365.0,199.5,387.0,435.5,417.0,404.0,351.5,448.5,414.5,376.5,246.0,125.5
O=C(NCc1nc(-c2nn[nH]n2)cs1)c1ccc(Cl)o1,decoy,365.0,199.5,402.0,454.0,319.0,198.0,206.0,164.0,302.0,263.5,261.0,267.5
O=C(NCc1ccc2oc(O)nc2c1)c1cccnc1O,decoy,365.0,479.0,402.0,429.0,356.0,366.0,382.0,429.0,414.5,393.0,252.0,210.5
Cc1cc(=O)n(C)cc1NC(=O)c1ccc([N+](=O)[O-])cc1O,decoy,365.0,479.0,460.0,389.5,484.0,490.0,482.0,483.0,401.0,386.5,291.0,238.0
C#Cc1ccc(C(=O)Nc2[nH]c(C(=O)O)cc2C(C)=O)nc1,decoy,365.0,402.5,250.5,304.5,473.0,467.0,305.5,403.0,159.0,39.5,462.5,404.0
Cc1cc(C(=O)O)oc1C(=O)Nc1nnc(C2CC2)n1C,decoy,365.0,402.5,384.0,144.5,400.0,407.0,294.5,103.0,11.0,30.0,367.0,459.0
CO[C@H](C)c1nsc(NC(=O)c2ccc(C(=O)O)[nH]2)n1,decoy,365.0,402.5,318.0,414.0,351.0,339.0,395.0,176.0,234.0,229.0,452.0,406.0
CN(C)CCc1ccc(C(=O)Nc2nc(C#N)c(C#N)[nH]2)cc1,decoy,365.0,479.0,402.0,236.5,396.0,425.0,81.5,401.5,500.0,500.0,457.0,393.0
NC(=O)c1cc(Nc2ccc([C@@H]3C[C@H]3C(=O)O)cc2)ncn1,decoy,365.0,199.5,287.0,308.5,383.0,303.0,185.0,44.0,481.5,401.5,352.0,468.0
Cc1cc2cc(Nc3cnc(C(N)=O)cn3)cnc2[nH]1,decoy,365.0,105.5,7.5,89.5,84.0,74.0,427.0,118.5,371.5,218.5,65.0,131.0
Cc1sc(C(N)=O)cc1NC(=O)c1cccc(C(=O)O)n1,decoy,357.0,353.5,324.0,362.0,459.0,459.0,35.0,22.0,129.5,111.0,351.0,226.0
Cc1cc(F)ncc1NS(=O)(=O)c1cc(N)ccc1N,decoy,357.0,253.5,450.0,321.5,274.0,231.0,91.0,222.5,262.0,440.5,102.0,198.0
CC[C@H](N[C@H](C(N)=O)c1ccc(C#N)cc1)c1noc(C)n1,decoy,357.0,127.5,207.0,375.5,99.0,116.0,373.0,95.0,313.0,150.5,366.0,403.0
NC(=O)Nc1cccc(NS(=O)(=O)Cc2cccnc2)c1,decoy,357.0,442.0,439.0,430.0,439.0,442.0,105.0,282.0,229.5,70.0,388.0,439.0
Cc1nnc(O)c(C(=O)Nc2cc(C(N)=O)sc2C)c1C,decoy,357.0,442.0,256.5,298.5,175.0,222.0,311.0,245.0,177.5,336.5,287.0,301.0
