smiles,origin,molecular_morgan|ref_0,molecular_morgan|ref_1,MACCSkeys|ref_0,MACCSkeys|ref_1,2D_pharmacophore|ref_0,2D_pharmacophore|ref_1,3D_pharmacophore_generated_conformers|ref_0,3D_pharmacophore_generated_conformers|ref_1,3D_shape_generated_conformers|ref_0,3D_shape_generated_conformers|ref_1,chemogenomics|ref_0,chemogenomics|ref_1
COC(=O)c1ccc(Cl)c(NC(=O)c2cnccc2C)c1,decoy,478.5,433.5,395.0,392.5,377.0,460.0,349.0,435.5,210.0,152.5,335.5,468.0
O=[N+]([O-])c1ccncc1O[C@H]1Cc2cccc(Br)c2C1,decoy,478.5,433.5,376.0,486.0,436.0,443.0,274.0,473.0,475.0,410.5,362.0,401.0
Cc1nc[nH]c1-c1nc(-c2ccc(F)c(C(F)(F)F)c2)no1,decoy,312.0,433.5,303.0,330.5,232.0,162.0,496.0,287.5,187.5,284.0,331.0,278.0
CN(C)C(=O)c1ccccc1NCc1noc(-c2cccs2)n1,decoy,188.5,419.0,255.0,294.5,125.0,233.0,394.0,162.0,126.5,302.0,452.0,289.0
Cc1nccc(NC(=O)c2c(Cl)cccc2OCC2CC2)n1,decoy,188.5,419.0,368.5,297.0,91.0,107.0,59.0,411.0,202.0,460.5,119.0,493.0
CCc1cnccc1-c1noc(Cn2c(C)nc3ccccc32)n1,decoy,362.5,419.0,163.0,194.0,228.0,126.0,412.0,405.0,22.5,41.0,143.5,139.5
Cc1ccc(C(=O)Nc2nccc(-c3cnn(C)c3)n2)c(Cl)c1,decoy,488.5,419.0,94.0,81.5,337.0,103.0,334.0,41.0,422.5,179.0,70.5,204.5
Cc1cnccc1C(=O)N=c1[nH]nc(-c2ccccc2Cl)s1,decoy,273.0,419.0,219.5,211.0,252.0,164.0,130.5,174.5,486.0,213.0,169.0,145.0
COC(=O)c1c(N)ccc2cn(-c3cccc(Cl)c3C)nc12,decoy,273.0,419.0,115.5,183.0,84.0,327.0,90.0,317.0,4.0,223.0,53.0,390.0
COc1cccc(-c2nc(-c3cc(F)c(C)cc3F)no2)c1N,decoy,129.5,419.0,277.0,318.5,109.0,169.0,216.5,66.0,365.5,321.5,386.5,452.5
Cc1cnc(S[C@H]2CCN(c3ccccc3Cl)C2=O)nc1O,decoy,488.5,419.0,208.0,173.0,386.0,301.0,158.0,178.0,129.5,245.5,167.0,117.0
[O-][n+]1ccccc1-c1nc(C2(c3ccccc3F)CCCC2)no1,decoy,273.0,419.0,359.5,422.0,353.0,157.0,177.0,70.0,172.5,121.0,485.0,169.0
Cn1cnc2c(Nc3cnc(F)c(-c4ccccc4)c3)ncnc21,decoy,40.0,490.0,13.0,28.0,32.0,76.0,291.0,410.0,145.5,367.5,473.0,18.0
C[C@@H](Nc1ccnc(N)n1)c1ccc(OCC2CC2)c(F)c1,decoy,188.5,419.0,202.5,183.0,56.0,136.0,195.5,391.0,287.5,449.0,186.0,342.0
Cc1occc1-c1nnc(SCc2cccc(F)c2F)n1N,decoy,362.5,419.0,192.0,147.0,296.0,305.0,400.5,201.0,247.0,45.5,204.0,393.0
Nc1nc2n(n1)[C@H](c1cccs1)C[C@H](c1ccc(F)cc1)N2,decoy,273.0,419.0,78.0,164.0,10.0,297.0,21.0,253.0,44.0,491.0,165.5,78.0
O=C(OC1CC(C(=O)O)C1)c1cc(-c2ccccn2)ccc1Cl,decoy,129.5,419.0,490.5,494.0,492.0,489.0,326.0,439.0,140.5,231.5,223.0,132.5
Cc1ncc(C(=O)Nc2ccc(F)c(C(=O)c3ccccc3)c2)n1C,decoy,273.0,419.0,142.0,151.5,413.0,457.0,445.0,449.0,145.5,403.5,495.0,170.0
Nc1ccccc1CNc1nccc(Oc2ccc(F)cc2)n1,decoy,129.5,419.0,251.5,240.0,110.0,78.0,17.0,310.0,370.5,387.0,375.5,122.0
O=C1CCCn2nc(-c3nc(Cc4ccccc4Cl)no3)cc21,decoy,463.5,410.0,313.0,313.5,395.0,77.0,164.0,25.0,333.5,50.5,202.5,234.0
Cc1cc(N)ncc1-c1ncnc2c1ccn2Cc1ccc(F)cc1,decoy,115.5,410.0,11.0,6.5,20.0,31.0,209.5,364.0,494.0,183.5,201.0,114.5
CC(=O)Nc1cccc(-c2cn(Cc3cccc(F)c3)c(=O)cn2)c1,decoy,234.0,410.0,223.0,141.5,284.0,198.0,400.5,2.0,345.0,292.0,305.0,200.5
N#C[C@@H](Oc1ncc(Br)cc1O)c1ccccc1F,decoy,446.0,405.5,490.5,496.0,289.0,395.0,408.0,453.0,252.0,447.0,463.0,134.0
Cc1cc(-c2noc(-c3csnn3)n2)cc(C)c1Br,decoy,359.0,405.5,462.0,471.5,406.0,397.0,74.0,263.0,114.0,387.0,252.0,285.0
Cc1cnc(F)c(N(C(C)(C)C)S(=O)(=O)c2ccc(N)cc2)c1,decoy,255.5,405.5,437.0,449.0,206.0,410.0,360.0,485.0,129.5,487.0,391.0,364.0
Cc1cc(Nc2scnc2C(N)=O)cc(Cl)c1Cl,decoy,359.0,405.5,323.5,289.5,420.0,465.0,222.0,219.5,326.0,367.5,123.0,326.0
FC(F)(F)c1nccc(-c2nnc(-c3ccccc3)o2)n1,decoy,110.5,405.5,277.0,385.0,367.0,274.0,492.0,138.0,140.5,331.0,224.0,39.0
Cc1cc(Cl)c(N)c(Nc2nnc(C(F)(F)F)n2C)c1,decoy,255.5,405.5,85.0,48.5,365.0,384.0,140.0,440.5,135.5,243.5,235.0,259.0
N=c1nc(O)c2ccccc2n1-c1ccc(-c2ccccc2)cn1,decoy,38.5,499.0,47.0,272.5,19.0,70.0,294.0,228.0,214.0,348.5,481.0,17.0
COC(=O)c1cc(C)nc(NCc2ccc(Cl)c(C)c2)n1,decoy,401.5,389.5,257.5,159.5,116.0,86.0,138.0,232.0,416.0,98.5,301.5,472.0
Nc1nc(NCc2ccc(Br)cc2)nc2ccccc12,decoy,213.0,389.5,105.0,128.0,131.0,321.0,52.0,209.0,431.5,167.5,375.5,123.0
COc1cnc(Cl)c(Nc2cccc(Cl)c2CO)n1,decoy,304.5,389.5,416.0,322.0,81.0,217.0,298.0,349.0,382.0,490.0,34.0,385.5
N#Cc1c(Br)cccc1Nc1cnn2cccnc12,decoy,213.0,389.5,43.5,112.5,168.0,417.0,168.5,246.0,119.5,31.5,347.0,127.0
N#Cc1cnc(N2CCC[C@H]2c2c(F)cccc2F)c(C#N)c1,decoy,474.0,389.5,60.5,45.0,38.0,212.0,33.0,468.0,352.5,274.5,456.0,262.5
CC(C)c1noc(-c2cn(-c3cccc(Cl)c3)nn2)n1,decoy,304.5,389.5,290.5,272.5,371.0,429.0,386.0,200.0,326.0,238.5,128.0,252.0
C[C@H](/N=C(/O)Nc1ncn(C(C)(C)C)n1)c1c(F)cccc1F,decoy,474.0,389.5,232.0,272.5,263.0,231.0,439.0,320.0,435.5,254.5,439.5,421.0
CS(=O)(=O)c1cc(Nc2ccc(-c3ncco3)cc2)ccc1F,decoy,139.5,389.5,417.5,461.5,341.0,287.0,500.0,361.0,341.0,274.5,491.0,440.0
Cc1cc(-c2ccnc(CCc3ccccc3)n2)cnc1N,decoy,99.5,389.5,68.5,155.5,221.0,25.0,54.0,133.0,166.5,147.0,95.5,31.0
Nc1nc(-c2ccc(Cl)cc2)nn1C(=O)c1ccccc1Cl,decoy,69.5,389.5,71.0,55.0,421.0,408.0,175.5,236.5,75.0,227.5,110.0,65.0
Cc1ccncc1[C@H](C)Nc1nnc(-c2ccccn2)s1,decoy,304.5,389.5,105.0,195.5,285.0,149.0,434.0,52.0,450.0,74.0,294.0,174.5
Cc1cc(C(=O)N(C)C)ccc1-c1cccc(-n2ccnc2N)c1,decoy,38.5,475.5,58.0,137.0,246.0,420.0,48.0,425.5,482.0,476.5,341.0,103.0
N#Cc1cnc(NC(=O)[C@H]2C[C@H]2c2c(F)cccc2F)s1,decoy,474.0,389.5,229.0,352.5,459.0,434.0,238.0,295.0,341.0,205.0,441.0,365.0
CC(=O)c1c(Cl)cccc1NCc1nc(C(C)C)n[nH]1,decoy,213.0,389.5,368.5,211.0,128.0,365.0,409.0,348.0,299.5,292.0,215.0,461.0
Cc1noc(C)c1Cc1noc(C(F)(F)c2ccccc2F)n1,decoy,304.5,389.5,476.0,435.0,456.0,171.0,317.0,342.0,370.5,101.5,316.0,311.5
Cc1nc(-c2cnc(N)c(Cl)c2)c2cc(F)ccc2n1,decoy,139.5,389.5,45.0,78.0,15.0,108.0,118.5,102.5,229.0,381.5,89.0,129.0
CC(C)Cn1c(-c2cnc(N)nc2)nc2cc(Cl)ccc21,decoy,99.5,389.5,17.0,1.0,11.0,47.0,19.0,365.5,31.0,482.0,83.0,51.0
C/C(=C\c1ccccc1Cl)C(=O)[C@H](C#N)c1ccncn1,decoy,474.0,389.5,390.0,377.5,426.0,236.0,375.0,145.0,41.5,339.5,172.0,158.5
COC(=O)c1cnc(N[C@H](c2ccc(F)cc2F)C(C)C)nc1,decoy,304.5,389.5,206.0,272.5,51.0,203.0,231.0,456.5,318.5,351.0,494.0,454.5
CN(C)C(=O)c1cc(Nc2ccnc(O)c2Cl)ccc1Cl,decoy,401.5,389.5,341.5,361.0,271.0,398.0,97.0,117.5,131.0,397.0,141.0,437.0
N[C@H](Cc1ccccc1Cl)c1nc(-c2ccccc2)no1,decoy,99.5,389.5,242.5,220.5,448.0,426.0,142.0,55.0,433.5,208.0,291.0,30.0
Cc1cc(Cc2noc(CC3(N)CCC3)n2)ccc1Br,decoy,401.5,389.5,427.5,410.0,434.0,132.0,77.0,130.0,243.5,103.0,369.0,410.0
Nc1cc(-c2nc([C@H]3CCC(F)(F)C3)no2)ccc1F,decoy,99.5,389.5,257.5,337.5,430.0,264.0,366.0,6.0,110.5,308.5,459.5,265.0
Cc1ccc(NC(=O)c2c(O)cccc2Cl)c(N(C)C)n1,decoy,474.0,389.5,354.5,346.0,119.0,317.0,475.0,442.0,261.5,259.0,208.5,482.0
COC(=O)c1nc(Cl)cnc1Nc1cccc(Cl)c1C,decoy,213.0,389.5,267.5,228.5,210.0,414.0,426.0,429.5,35.0,384.0,100.0,428.0
N#Cc1ccc(-c2ccncc2)nc1-c1cc(F)ccc1N,decoy,213.0,389.5,107.0,169.0,36.0,93.0,317.0,149.5,8.0,254.5,345.0,141.0
COC(C)(C)c1noc(-c2cc(-c3ccccc3F)on2)n1,decoy,139.5,389.5,473.0,481.0,183.0,288.0,481.0,256.0,330.0,312.5,443.0,224.0
COc1ccccc1-c1n[nH]c(=NCc2c(F)cccc2Cl)o1,decoy,354.5,368.0,401.0,284.0,171.0,174.0,328.5,157.5,93.5,149.5,170.0,403.0
Cc1cocc1C(=O)N1CCC[C@@H]1CNc1cccc(F)c1C#N,decoy,354.5,368.0,376.0,272.5,345.0,415.0,325.0,174.5,206.5,143.0,478.0,499.0
Fc1ccccc1-c1ccc(-c2nc([C@@H]3CCCN3)no2)o1,decoy,180.0,368.0,453.0,435.0,187.0,276.0,220.0,119.0,138.5,167.5,456.0,251.0
N#Cc1cccnc1NCc1c(Cl)cccc1-n1ccnc1,decoy,262.5,368.0,38.0,3.0,77.0,115.0,78.0,414.5,237.0,432.5,93.5,124.5
Cc1noc2ncc(NCc3c(O)cccc3Cl)cc12,decoy,180.0,368.0,359.5,315.5,295.0,281.0,117.0,461.0,387.0,26.0,64.0,413.0
Cc1nccn1-c1ccc(CNc2cccc(F)c2C#N)cn1,decoy,124.0,368.0,48.0,6.5,66.0,285.0,483.0,204.0,491.5,259.0,263.0,348.0
Cc1noc(Cc2ccc(NCc3cccc(F)c3C#N)cc2)n1,decoy,180.0,368.0,368.5,256.5,330.0,290.0,136.0,494.0,491.5,432.5,367.0,497.0
Cc1ccc(F)c(C(=O)Nc2c[nH]nc2-c2nccs2)c1,decoy,487.0,368.0,359.5,375.0,228.0,331.0,431.0,427.0,9.0,304.5,381.5,415.0
Cc1cc(N2CCCCC2)ncc1-c1ccc2nc(N)ncc2c1,decoy,36.0,482.5,21.5,75.0,58.0,94.0,68.0,215.5,446.0,292.0,208.5,45.5
Nc1nc(Cl)cc(N2CCC(OCc3ccccc3F)CC2)n1,decoy,262.5,368.0,145.0,95.0,360.0,413.0,416.0,43.0,490.0,475.0,317.0,130.0
CC(C)(C)c1nc(N[C@@H]2CC(=O)N(c3ccccc3Cl)C2)no1,decoy,180.0,368.0,260.5,191.0,277.0,334.0,345.0,404.0,240.5,254.5,389.0,330.5
COc1ccc(Cl)c(Cn2cc(C(=O)O)nc2C2CC2)c1,decoy,434.0,368.0,354.5,214.5,476.0,474.0,251.0,17.0,234.0,218.0,153.0,388.5
Cc1cscc1C(=O)N[C@H]1C[C@@H](Nc2cccc(F)c2C#N)C1,decoy,354.5,368.0,452.0,476.0,405.0,453.0,497.0,210.0,291.5,78.5,466.0,479.0
COC(=O)c1cc2cc(N)cnc2n1-c1cccc(Cl)c1C,decoy,65.0,368.0,54.0,63.5,52.0,173.0,86.5,308.5,57.0,284.0,88.0,228.0
Cc1c[nH]c2ncc(-c3cccc(-n4ccnc4N)c3)cc12,decoy,36.0,482.5,1.0,30.5,93.0,244.0,279.0,382.0,126.5,54.0,233.5,61.0
CNC(=O)Cc1noc(-c2sc3cccc(C)c3c2Cl)n1,decoy,124.0,368.0,386.0,366.5,265.0,373.0,173.5,189.0,307.0,183.5,226.5,469.0
Nc1ncc2cc(-c3cccc(OCC(F)(F)F)n3)ccc2n1,decoy,36.0,467.0,168.0,304.5,42.0,65.0,1.0,95.0,220.5,408.5,101.0,22.0
Cc1ncc(CO)c(/C=N\[C@@H]2C[C@@H]2c2c(F)cccc2Cl)c1O,decoy,434.0,368.0,480.5,443.0,455.0,141.0,271.0,163.0,184.0,306.0,93.5,378.5
Fc1ccc(-c2ocnc2-c2nc([C@@H]3CCCO3)no2)cc1,decoy,262.5,368.0,462.0,471.5,138.0,274.0,249.5,374.0,82.5,460.5,411.0,311.5
Cc1c(F)cccc1NS(=O)(=O)c1cn2c(n1)CCC[C@@H]2C,decoy,354.5,368.0,297.0,384.0,286.0,396.0,428.0,458.0,302.5,105.5,451.0,490.0
Cc1nccc(-c2cccc(NC(=O)c3ccc(CO)c(F)c3)c2)n1,decoy,230.5,357.0,229.0,201.5,227.0,79.0,472.0,91.5,396.0,487.0,306.0,433.5
Cc1cc(-c2nc(-c3ccccc3F)no2)n(Cc2cccnc2)n1,decoy,230.5,357.0,248.0,166.0,199.0,181.0,24.0,332.0,82.5,131.0,335.5,114.5
Cc1cn(-c2c(F)cccc2F)nc1-c1nc([C@H]2CCCO2)no1,decoy,462.0,357.0,315.5,315.5,181.0,325.0,284.0,422.0,195.0,302.0,297.0,436.0
COc1cccc(-c2ncnc3ncn(Cc4ccccc4F)c23)n1,decoy,494.0,357.0,135.5,106.0,43.0,26.0,100.0,166.0,123.0,466.0,185.0,119.0
O=C(N[C@@H]1C[C@@H]1c1c(F)cccc1F)c1cc(-c2ccco2)on1,decoy,394.0,357.0,454.0,480.0,469.0,444.0,388.0,44.0,348.5,274.5,464.0,362.0
Cc1oncc1Nc1c(N)ccc(Br)c1F,decoy,195.0,353.5,303.0,330.5,424.0,442.0,193.5,155.0,33.5,367.5,356.5,354.5
Nc1cc(Nc2nc(Cl)ccc2Br)ccn1,decoy,77.0,353.5,109.5,132.5,196.0,212.0,89.0,38.5,57.0,463.5,112.0,199.0
CC(C)(C)c1nsc(NS(=O)(=O)c2ccccc2Cl)n1,decoy,350.0,350.5,421.5,413.5,291.0,312.0,324.0,401.0,214.0,167.5,347.0,334.0
Cc1cccc(Cl)c1CS(=O)(=O)c1nnc(C)n1C(C)C,decoy,443.0,350.5,421.5,311.5,483.0,481.0,415.0,403.0,179.5,223.0,68.0,445.0
CC(C)c1noc(CS(=O)(=O)c2ccc(Cl)c(Cl)c2)n1,decoy,350.0,350.5,496.0,483.0,382.0,350.0,342.0,196.0,123.0,179.0,136.0,398.5
Cc1nc(N)nc(C)c1C(=O)N(C)c1ccc(-c2ccccc2)cc1,decoy,34.0,470.0,50.5,167.5,139.0,291.0,199.0,421.0,335.0,362.5,378.5,50.0
Cn1c(N)nc(Cl)c1C=NNc1c(Cl)cccc1Cl,decoy,157.0,350.5,92.0,51.0,315.0,248.0,261.5,482.0,179.5,95.0,17.0,227.0
Nc1cnc(N(c2ccc(Cl)c(CO)c2F)C2CCC2)nc1,decoy,295.5,343.5,142.0,81.5,118.0,61.0,39.0,445.0,192.5,321.5,150.0,246.0
Nc1nc2c(-c3cccc(-c4ccncc4)c3)cc(F)cn2n1,decoy,32.5,468.0,24.0,59.5,44.0,255.0,162.0,182.5,174.5,371.0,199.5,43.0
COc1cc(-n2cc(N)c(C)cc2=N)ccc1-c1ccccc1,decoy,32.5,491.0,131.0,251.0,324.0,347.0,295.0,229.0,374.5,384.0,437.0,37.0
Cc1cc([C@@H](C#N)C(=O)/C=C/c2ccccc2F)nc(C)n1,decoy,397.5,343.5,330.5,377.5,369.0,208.0,363.0,490.0,65.0,259.0,425.0,230.5
COC(=O)[C@H](C)c1ccc(-c2cccc(Cl)c2C#N)nc1,decoy,295.5,343.5,460.0,448.0,480.0,459.0,80.0,217.0,384.5,400.5,165.5,391.0
CCOC(=O)c1c(F)cccc1-c1ccsc1C(=O)O,decoy,206.0,343.5,499.0,498.0,500.0,500.0,56.0,486.0,229.0,321.5,282.0,401.0
Cc1cccc2c1nc(N)n2-c1c(Cl)ccc(O)c1F,decoy,206.0,343.5,62.0,74.0,95.0,245.0,281.0,222.0,155.0,264.5,69.0,381.0
CCn1c(=O)n(Cc2c(Cl)cccc2[N+](=O)[O-])c2ccccc21,decoy,469.5,343.5,284.5,262.0,493.0,498.0,385.0,241.0,190.5,254.5,72.0,248.0
Nc1ncc(-c2ccc(F)c3cnccc23)c(C(F)(F)F)n1,decoy,44.0,343.5,29.0,118.0,13.0,30.0,223.5,456.5,455.0,437.0,129.0,55.0
[O-][S@@+](Cc1noc(-c2cccs2)n1)c1ncccc1Cl,decoy,397.5,343.5,472.0,438.0,409.0,128.0,266.5,268.0,160.0,110.5,62.0,143.0
Clc1ccccc1CC1(c2nc(-c3ncccn3)no2)CC1,decoy,469.5,343.5,359.5,337.5,431.0,372.0,134.0,31.0,247.0,472.5,175.0,106.0
Brc1ccccc1CCc1nnc(-c2cnccn2)o1,decoy,469.5,343.5,403.0,404.0,437.0,195.0,314.5,21.0,374.5,69.0,265.0,104.0
Cc1noc(-c2ccc(=NCc3ccc(Cl)cc3F)[nH]c2)n1,decoy,344.5,331.5,248.0,135.5,269.0,180.0,139.0,397.5,496.0,299.5,187.0,388.5
Cc1cc(N)c(Nc2cnn(Cc3ccncc3)c2)cc1F,decoy,344.5,331.5,140.0,51.0,336.0,411.0,395.5,193.0,330.0,284.0,283.0,300.0
Fc1ccccc1-c1noc(-c2ccc3cnccc3n2)n1,decoy,84.0,331.5,206.0,365.0,184.0,261.0,23.0,27.0,257.5,381.5,378.5,71.0
CC(=O)NC(C)(C)c1noc(-c2cc3c(F)cccc3s2)n1,decoy,255.5,331.5,445.5,485.0,199.0,292.0,29.0,91.5,400.5,208.0,469.5,452.5
Cc1nc(N[C@@H](C)c2ccc(F)cn2)cc(-c2ccncc2)n1,decoy,344.5,331.5,146.0,143.0,69.0,9.0,233.0,80.5,302.5,268.5,314.0,189.0
CSc1ccc(F)c(C)c1-n1oc(=O)nc1-c1ccc(N)cc1,decoy,84.0,331.5,238.5,284.0,162.0,354.0,201.0,497.0,382.0,426.0,295.5,401.0
COC(=O)c1nc(-c2ccc(Cl)c(C)c2F)c2ccncc2n1,decoy,175.0,331.5,267.5,344.5,12.0,72.0,395.5,224.0,354.5,416.0,171.0,404.5
Cc1nc([C@H](N[C@H]2CCC[C@@H](C#N)C2)c2ccccc2F)no1,decoy,175.0,331.5,409.0,420.0,311.0,279.0,151.0,372.0,38.5,355.0,490.0,424.0
COc1cccc(F)c1Nc1nccnc1-c1ccnc(Cl)n1,decoy,344.5,331.5,186.5,157.0,8.0,54.0,273.0,169.0,243.5,82.5,81.0,442.0
Cc1nccc(C(=O)Nc2nc(-c3c(F)cccc3F)cs2)n1,decoy,344.5,331.5,156.0,159.5,180.0,18.0,367.5,440.5,318.5,92.0,103.0,398.5
N#Cc1cc(-c2cccn(Cc3ccccc3F)c2=O)ccc1O,decoy,255.5,331.5,388.0,352.5,497.0,490.0,372.5,389.0,419.0,346.5,467.0,82.0
Cc1c(F)cccc1C(=O)Nc1nc(-c2cccs2)n[nH]1,decoy,344.5,331.5,213.0,240.0,216.0,194.0,382.5,159.0,422.5,75.5,342.0,431.5
C[C@H](Sc1nnc(-c2ccccn2)n1N)c1ccccc1F,decoy,344.5,331.5,94.0,81.5,155.0,273.0,145.0,45.0,99.0,36.5,284.0,67.0
Cc1cnccc1C(=O)Nc1nc(-c2ccccc2F)co1,decoy,255.5,331.5,186.5,232.0,301.0,49.0,480.0,238.0,399.0,98.5,446.0,230.5
Cc1ccnc(-c2noc(-c3ccn(-c4ccccc4F)n3)n2)c1,decoy,492.0,322.5,160.5,164.0,299.0,307.0,372.5,227.0,336.5,406.5,198.0,108.0
Cc1cc(F)ccc1NC(=O)c1cn(Cc2ccc(N)cc2)cn1,decoy,298.5,322.5,133.5,48.5,304.0,352.0,494.0,464.0,500.0,454.0,340.0,357.5
Cc1onc(-c2ccncc2)c1C(=O)N[C@@H]1C[C@H]1c1ccccc1F,decoy,460.0,322.5,341.5,396.0,470.0,326.0,239.0,499.0,16.0,157.5,482.0,325.0
